assists,gameDate,gameId,gamesPlayed,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,losses,opponentTeamAbbrev,otLosses,penaltyMinutes,playerBirthCountry,playerBirthDate,playerBirthStateProvince,playerDraftOverallPickNo,playerDraftRoundNo,playerDraftYear,playerFirstName,playerHeight,playerId,playerInHockeyHof,playerIsActive,playerLastName,playerName,playerNationality,playerPositionCode,playerShootsCatches,playerWeight,points,savePctg,saves,shotsAgainst,shutouts,teamAbbrev,ties,timeOnIce,wins
0,2018-01-13T18:00:00Z,2017020670,1,1,0,5,11.1731,1,NYI,0,0,CZE,1987-08-31,,41,2,2005,Ondrej,75,8471715,0,1,Pavelec,Ondrej Pavelec,CZE,G,L,212,0,0.7368,14,19,0,NYR,0,1611,0
0,2018-01-13T18:00:00Z,2017020671,1,1,0,4,4.0055,1,PIT,0,0,USA,1984-03-26,NY,64,2,2003,Jimmy,73,8470657,0,1,Howard,Jimmy Howard,USA,G,L,218,0,0.8888,32,36,0,DET,0,3595,0
0,2018-01-13T18:00:00Z,2017020671,1,1,0,1,1.0,0,DET,0,0,CAN,1995-04-29,BC,44,2,2013,Tristan,74,8477465,0,1,Jarry,Tristan Jarry,CAN,G,L,194,0,0.9666,29,30,0,PIT,0,3600,1
0,2018-01-13T00:30:00Z,2017020667,1,1,0,4,4.0144,1,WSH,0,0,CAN,1984-02-29,SK,25,1,2002,Cam,73,8470320,0,1,Ward,Cam Ward,CAN,G,L,185,0,0.8518,23,27,0,CAR,0,3587,0
0,2018-01-13T00:30:00Z,2017020666,1,1,0,2,2.0011,0,FLA,0,2,CZE,1992-08-19,,,,,David,75,8479496,0,1,Rittich,David Rittich,CZE,G,L,202,0,0.9534,41,43,0,CGY,0,3598,1
0,2018-01-13T00:30:00Z,2017020666,1,1,0,3,3.0612,1,CGY,0,0,CAN,1988-03-15,MB,99,4,2006,James,74,8473503,0,1,Reimer,James Reimer,CAN,G,L,217,0,0.8928,25,28,0,FLA,0,3528,0
0,2018-01-13T00:30:00Z,2017020668,1,1,0,2,2.0577,1,CHI,0,0,USA,1993-05-19,MI,130,5,2012,Connor,76,8476945,0,1,Hellebuyck,Connor Hellebuyck,USA,G,L,207,0,0.9259,25,27,0,WPG,0,3499,0
0,2018-01-13T00:30:00Z,2017020667,1,1,0,3,3.0,0,CAR,0,0,DEU,1991-11-25,,112,4,2010,Philipp,73,8475831,0,1,Grubauer,Philipp Grubauer,DEU,G,L,191,0,0.923,36,39,0,WSH,0,3600,1
0,2018-01-13T00:30:00Z,2017020668,1,1,0,1,1.0137,0,WPG,0,0,CAN,1985-11-19,AB,89,3,2004,Jeff,75,8471301,0,1,Glass,Jeff Glass,CAN,G,L,206,0,0.9687,31,32,0,CHI,0,3551,1
0,2018-01-13T00:00:00Z,2017020669,1,1,0,3,3.0629,1,EDM,0,0,FIN,1989-05-12,,,,,Antti,72,8477293,0,1,Raanta,Antti Raanta,FIN,G,L,195,0,0.8846,23,26,0,ARI,0,3526,0
0,2018-01-13T00:00:00Z,2017020665,1,1,0,4,4.1486,1,VAN,0,0,RUS,1988-09-20,,,,,Sergei,74,8475683,0,1,Bobrovsky,Sergei Bobrovsky,RUS,G,L,182,0,0.8571,24,28,0,CBJ,0,3471,0
0,2018-01-13T00:00:00Z,2017020669,1,0,0,0,0.0,0,ARI,0,0,USA,1985-02-13,IL,6,1,2004,Al,74,8471219,0,1,Montoya,Al Montoya,USA,G,L,201,0,1.0,19,19,0,EDM,0,3393,1
0,2018-01-13T00:00:00Z,2017020665,1,1,0,2,2.01,0,CBJ,0,0,SWE,1990-01-31,,31,2,2008,Jacob,78,8474593,0,1,Markstrom,Jacob Markstrom,SWE,G,L,196,0,0.931,27,29,0,VAN,0,3582,1
0,2018-01-13T00:00:00Z,2017020669,1,1,0,2,36.5482,0,ARI,0,0,CAN,1987-07-05,ON,,,,Cam,76,8475660,0,1,Talbot,Cam Talbot,CAN,G,L,200,0,0.3333,1,3,0,EDM,0,197,0
0,2018-01-12T00:30:00Z,2017020664,1,1,0,5,5.0083,1,CGY,0,0,RUS,1994-07-25,,19,1,2012,Andrei,75,8476883,0,1,Vasilevskiy,Andrei Vasilevskiy,RUS,G,L,207,0,0.7916,19,24,0,TBL,0,3594,0
0,2018-01-12T00:30:00Z,2017020664,1,1,0,1,1.0,0,TBL,0,0,CAN,1982-03-22,ON,161,5,2001,Mike,76,8469608,0,1,Smith,Mike Smith,CAN,G,L,215,0,0.9705,33,34,0,CGY,0,3600,1
0,2018-01-12T00:00:00Z,2017020662,1,1,0,2,2.0501,1,BUF,0,0,RUS,1988-09-20,,,,,Sergei,74,8475683,0,1,Bobrovsky,Sergei Bobrovsky,RUS,G,L,182,0,0.9285,26,28,0,CBJ,0,3512,0
0,2018-01-12T00:00:00Z,2017020662,1,1,0,1,1.0,0,CBJ,0,0,SWE,1993-07-31,,163,6,2012,Linus,76,8476999,0,1,Ullmark,Linus Ullmark,SWE,G,L,221,0,0.9777,44,45,0,BUF,0,3600,1
0,2018-01-12T00:00:00Z,2017020663,1,1,0,2,2.0863,1,CAR,0,0,CAN,1989-09-16,SK,93,4,2008,Braden,74,8474651,0,1,Holtby,Braden Holtby,CAN,G,L,211,0,0.9375,30,32,0,WSH,0,3451,0
0,2018-01-12T00:00:00Z,2017020663,1,1,0,1,1.0033,0,WSH,0,0,USA,1988-12-22,VA,153,6,2007,Scott,78,8474152,0,1,Darling,Scott Darling,USA,G,L,232,0,0.9642,27,28,0,CAR,0,3588,1
0,2018-01-11T00:30:00Z,2017020660,1,1,0,3,3.0,0,TOR,0,0,USA,1981-05-21,IL,73,3,2001,Craig,74,8467950,0,1,Anderson,Craig Anderson,USA,G,L,185,0,0.9375,45,48,0,OTT,0,3600,1
0,2018-01-11T00:30:00Z,2017020660,1,1,0,4,4.1618,1,OTT,0,0,DNK,1989-10-02,,87,3,2012,Frederik,76,8475883,0,1,Andersen,Frederik Andersen,DNK,G,L,230,0,0.875,28,32,0,TOR,0,3460,0
0,2018-01-11T00:00:00Z,2017020661,1,1,0,2,2.0202,1,MIN,0,0,SWE,1992-11-27,,188,7,2011,Anton,75,8476341,0,1,Forsberg,Anton Forsberg,SWE,G,L,192,0,0.9259,25,27,0,CHI,0,3564,0
0,2018-01-11T00:00:00Z,2017020661,1,1,0,1,1.0,0,CHI,0,0,CAN,1986-05-04,SK,14,1,2004,Devan,78,8471227,0,1,Dubnyk,Devan Dubnyk,CAN,G,L,218,0,0.9714,34,35,0,MIN,0,3600,1
0,2018-01-10T00:30:00Z,2017020655,1,0,0,4,7.969,0,CHI,0,0,USA,1990-04-27,MA,,,,Mike,74,8477237,0,1,Condon,Mike Condon,USA,G,L,195,0,0.7647,13,17,0,OTT,0,1807,0
0,2018-01-10T00:30:00Z,2017020656,1,1,0,4,4.0,0,CAR,0,0,RUS,1994-07-25,,19,1,2012,Andrei,75,8476883,0,1,Vasilevskiy,Andrei Vasilevskiy,RUS,G,L,207,0,0.875,28,32,0,TBL,0,3600,1
1,2018-01-10T00:30:00Z,2017020655,1,1,0,2,2.0066,0,OTT,0,0,SWE,1992-11-27,,188,7,2011,Anton,75,8476341,0,1,Forsberg,Anton Forsberg,SWE,G,L,192,1,0.9259,25,27,0,CHI,0,3588,1
0,2018-01-10T00:30:00Z,2017020655,1,1,0,4,8.0312,1,CHI,0,0,USA,1981-05-21,IL,73,3,2001,Craig,74,8467950,0,1,Anderson,Craig Anderson,USA,G,L,185,0,0.8461,22,26,0,OTT,0,1793,0
0,2018-01-10T00:30:00Z,2017020656,1,1,0,5,5.2204,1,TBL,0,0,CAN,1984-02-29,SK,25,1,2002,Cam,73,8470320,0,1,Ward,Cam Ward,CAN,G,L,185,0,0.8529,29,34,0,CAR,0,3448,0
0,2018-01-10T00:00:00Z,2017020654,1,1,0,1,1.0,0,VAN,0,0,DEU,1991-11-25,,112,4,2010,Philipp,73,8475831,0,1,Grubauer,Philipp Grubauer,DEU,G,L,191,0,0.9736,37,38,0,WSH,0,3600,1
0,2018-01-10T00:00:00Z,2017020659,1,1,0,2,1.9297,0,MIN,0,0,CAN,1982-03-22,ON,161,5,2001,Mike,76,8469608,0,1,Smith,Mike Smith,CAN,G,L,215,0,0.9428,33,35,0,CGY,0,3731,1
0,2018-01-10T00:00:00Z,2017020659,1,1,0,3,2.8807,0,CGY,1,0,USA,1987-07-28,MN,112,4,2005,Alex,72,8471774,0,1,Stalock,Alex Stalock,USA,G,L,191,0,0.8965,26,29,0,MIN,0,3749,0
0,2018-01-10T00:00:00Z,2017020653,1,1,0,4,4.0,0,BUF,0,0,CAN,1988-05-29,ON,69,3,2006,Steve,76,8473461,0,1,Mason,Steve Mason,CAN,G,R,210,0,0.8823,30,34,0,WPG,0,3600,1
0,2018-01-10T00:00:00Z,2017020658,1,1,0,1,1.0143,0,EDM,0,0,FIN,1982-11-03,,258,8,2004,Pekka,77,8471469,0,1,Rinne,Pekka Rinne,FIN,G,L,217,0,0.9615,25,26,0,NSH,0,3549,1
0,2018-01-10T00:00:00Z,2017020657,1,1,0,4,4.0,0,STL,0,0,CAN,1988-03-15,MB,99,4,2006,James,74,8473503,0,1,Reimer,James Reimer,CAN,G,L,217,0,0.8666,26,30,0,FLA,0,3600,1
0,2018-01-10T00:00:00Z,2017020658,1,1,0,2,2.0665,1,NSH,0,0,CAN,1987-07-05,ON,,,,Cam,76,8475660,0,1,Talbot,Cam Talbot,CAN,G,L,200,0,0.9166,22,24,0,EDM,0,3484,0
0,2018-01-10T00:00:00Z,2017020654,1,1,0,3,3.1505,1,WSH,0,0,SWE,1990-01-31,,31,2,2008,Jacob,78,8474593,0,1,Markstrom,Jacob Markstrom,SWE,G,L,196,0,0.9166,33,36,0,VAN,0,3428,0
0,2018-01-10T00:00:00Z,2017020657,1,0,0,1,2.6315,0,FLA,0,0,CAN,1985-12-19,ON,,,,Carter,73,8475622,0,1,Hutton,Carter Hutton,CAN,G,L,202,0,0.9166,11,12,0,STL,0,1368,0
0,2018-01-10T00:00:00Z,2017020657,1,1,0,5,8.1929,1,FLA,0,0,CAN,1990-08-07,NB,34,2,2008,Jake,74,8474596,0,1,Allen,Jake Allen,CAN,G,L,203,0,0.7826,18,23,0,STL,0,2197,0
0,2018-01-10T00:00:00Z,2017020653,1,1,0,3,8.524,0,WPG,0,0,SWE,1991-07-24,,46,2,2009,Robin,76,8475215,0,1,Lehner,Robin Lehner,SWE,G,L,245,0,0.8235,14,17,0,BUF,0,1267,0
0,2018-01-10T00:00:00Z,2017020653,1,0,0,3,4.8171,1,WPG,0,0,CAN,1986-06-10,SK,125,5,2006,Chad,75,8473434,0,1,Johnson,Chad Johnson,CAN,G,L,197,0,0.8421,16,19,0,BUF,0,2242,0
0,2018-01-09T00:00:00Z,2017020652,1,1,0,2,1.8992,0,TOR,0,0,RUS,1988-09-20,,,,,Sergei,74,8475683,0,1,Bobrovsky,Sergei Bobrovsky,RUS,G,L,182,0,0.9459,35,37,0,CBJ,0,3791,1
0,2018-01-09T00:00:00Z,2017020652,1,1,0,3,2.8488,0,CBJ,1,0,DNK,1989-10-02,,87,3,2012,Frederik,76,8475883,0,1,Andersen,Frederik Andersen,DNK,G,L,230,0,0.909,30,33,0,TOR,0,3791,0
0,2018-01-08T00:30:00Z,2017020650,1,1,0,6,5.7279,0,PIT,1,0,FIN,1987-03-10,,21,1,2005,Tuukka,75,8471695,0,1,Rask,Tuukka Rask,FIN,G,L,176,0,0.8285,29,35,0,BOS,0,3771,0
0,2018-01-08T00:30:00Z,2017020650,1,0,0,0,0.0,0,BOS,0,0,CAN,1994-05-25,ON,83,3,2012,Matt,76,8476899,0,1,Murray,Matt Murray,CAN,G,L,178,0,1.0,6,6,0,PIT,0,1535,1
0,2018-01-08T00:30:00Z,2017020650,1,1,0,5,8.0789,0,BOS,0,0,CAN,1995-04-29,BC,44,2,2013,Tristan,74,8477465,0,1,Jarry,Tristan Jarry,CAN,G,L,194,0,0.7368,14,19,0,PIT,0,2228,0
0,2018-01-08T00:00:00Z,2017020648,1,1,0,2,2.0,0,VAN,0,0,CAN,1987-08-16,BC,5,1,2005,Carey,75,8471679,0,1,Price,Carey Price,CAN,G,L,215,0,0.9444,34,36,0,MTL,0,3600,1
0,2018-01-08T00:00:00Z,2017020648,1,1,0,4,4.0268,1,MTL,0,0,SWE,1990-03-19,,62,3,2009,Anders,78,8475195,0,1,Nilsson,Anders Nilsson,SWE,G,L,229,0,0.909,40,44,0,VAN,0,3576,0
0,2018-01-08T00:00:00Z,2017020649,1,1,0,2,2.0,0,DET,0,0,CAN,1992-03-06,QC,138,5,2010,Louis,75,8475839,0,1,Domingue,Louis Domingue,CAN,G,R,210,0,0.9444,34,36,0,TBL,0,3600,1
0,2018-01-08T00:00:00Z,2017020649,1,1,0,5,5.0,1,TBL,0,0,CZE,1992-02-14,,141,5,2010,Petr,74,8475852,0,1,Mrazek,Petr Mrazek,CZE,G,L,181,0,0.7916,19,24,0,DET,0,3600,0
0,2018-01-07T23:30:00Z,2017020651,1,1,0,2,2.0683,1,VGK,0,0,CZE,1987-08-31,,41,2,2005,Ondrej,75,8471715,0,1,Pavelec,Ondrej Pavelec,CZE,G,L,212,0,0.9411,32,34,0,NYR,0,3481,0
0,2018-01-07T23:30:00Z,2017020651,1,1,0,1,1.0025,0,NYR,0,0,CAN,1984-11-28,QC,1,1,2003,Marc-Andre,74,8470594,0,1,Fleury,Marc-Andre Fleury,CAN,G,L,180,0,0.9655,28,29,0,VGK,0,3591,1
0,2018-01-07T22:00:00Z,2017020647,1,1,0,2,1.8609,0,FLA,0,0,RUS,1988-09-20,,,,,Sergei,74,8475683,0,1,Bobrovsky,Sergei Bobrovsky,RUS,G,L,182,0,0.9545,42,44,0,CBJ,0,3869,1
0,2018-01-07T22:00:00Z,2017020647,1,1,0,2,1.8648,0,CBJ,1,0,CAN,1988-03-15,MB,99,4,2006,James,74,8473503,0,1,Reimer,James Reimer,CAN,G,L,217,0,0.9583,46,48,0,FLA,0,3861,0
0,2018-01-07T20:00:00Z,2017020644,1,1,0,3,2.8205,0,STL,0,0,CAN,1989-09-16,SK,93,4,2008,Braden,74,8474651,0,1,Holtby,Braden Holtby,CAN,G,L,211,0,0.9117,31,34,0,WSH,0,3829,1
0,2018-01-07T20:00:00Z,2017020644,1,1,0,4,3.7334,0,WSH,1,0,CAN,1985-12-19,ON,,,,Carter,73,8475622,0,1,Hutton,Carter Hutton,CAN,G,L,202,0,0.8787,29,33,0,STL,0,3857,0
0,2018-01-07T19:00:00Z,2017020645,1,1,0,1,1.0016,0,EDM,0,0,SWE,1992-11-27,,188,7,2011,Anton,75,8476341,0,1,Forsberg,Anton Forsberg,SWE,G,L,192,0,0.9696,32,33,0,CHI,0,3594,1
0,2018-01-07T19:00:00Z,2017020646,1,1,0,1,1.0,0,SJS,0,0,USA,1993-05-19,MI,130,5,2012,Connor,76,8476945,0,1,Hellebuyck,Connor Hellebuyck,USA,G,L,207,0,0.9687,31,32,0,WPG,0,3600,1
0,2018-01-07T19:00:00Z,2017020645,1,1,0,4,4.0,1,CHI,0,0,CAN,1987-07-05,ON,,,,Cam,76,8475660,0,1,Talbot,Cam Talbot,CAN,G,L,200,0,0.862,25,29,0,EDM,0,3600,0
0,2018-01-07T19:00:00Z,2017020646,1,1,0,3,3.0303,1,WPG,0,0,CAN,1990-01-10,BC,,,,Martin,76,8474889,0,1,Jones,Martin Jones,CAN,G,L,195,0,0.8965,26,29,0,SJS,0,3564,0
0,2018-01-07T18:00:00Z,2017020643,1,1,0,2,2.0454,1,PHI,0,0,SWE,1991-07-24,,46,2,2009,Robin,76,8475215,0,1,Lehner,Robin Lehner,SWE,G,L,245,0,0.9259,25,27,0,BUF,0,3520,0
0,2018-01-07T18:00:00Z,2017020643,1,1,0,1,1.0,0,BUF,0,0,CZE,1988-03-23,,34,2,2006,Michal,73,8473607,0,1,Neuvirth,Michal Neuvirth,CZE,G,L,209,0,0.9677,30,31,0,PHI,0,3600,1
0,2018-01-07T18:00:00Z,2017020642,1,1,0,4,3.7132,0,NYI,1,0,USA,1986-03-18,MA,26,1,2004,Cory,75,8471239,0,1,Schneider,Cory Schneider,USA,G,L,200,0,0.8947,34,38,0,NJD,0,3878,0
0,2018-01-07T18:00:00Z,2017020642,1,1,0,4,3.6923,0,NJD,0,0,SVK,1985-05-13,,271,9,2003,Jaroslav,71,8470860,0,1,Halak,Jaroslav Halak,SVK,G,L,183,0,0.913,42,46,0,NYI,0,3900,1
0,2018-01-07T01:00:00Z,2017020640,1,1,0,3,3.0184,1,CGY,0,0,USA,1993-07-14,PA,39,2,2011,John,75,8476434,0,1,Gibson,John Gibson,USA,G,L,223,0,0.9032,28,31,0,ANA,0,3578,0
0,2018-01-07T01:00:00Z,2017020640,1,1,0,2,2.0027,0,ANA,0,0,CAN,1982-03-22,ON,161,5,2001,Mike,76,8469608,0,1,Smith,Mike Smith,CAN,G,L,215,0,0.931,27,29,0,CGY,0,3595,1
0,2018-01-07T00:30:00Z,2017020641,1,1,0,4,4.0632,1,NSH,0,0,USA,1986-01-21,CT,72,3,2005,Jonathan,73,8471734,0,1,Quick,Jonathan Quick,USA,G,L,218,0,0.8,16,20,0,LAK,0,3544,0
0,2018-01-07T00:30:00Z,2017020641,1,1,0,3,3.0,0,LAK,0,0,FIN,1982-11-03,,258,8,2004,Pekka,77,8471469,0,1,Rinne,Pekka Rinne,FIN,G,L,217,0,0.8965,26,29,0,NSH,0,3600,1
0,2018-01-07T00:00:00Z,2017020636,1,0,0,5,5.5265,0,BOS,0,0,USA,1988-12-22,VA,153,6,2007,Scott,78,8474152,0,1,Darling,Scott Darling,USA,G,L,232,0,0.8214,23,28,0,CAR,0,3257,0
0,2018-01-07T00:00:00Z,2017020637,1,1,0,2,1.8461,0,TOR,1,0,SWE,1990-01-31,,31,2,2008,Jacob,78,8474593,0,1,Markstrom,Jacob Markstrom,SWE,G,L,196,0,0.9444,34,36,0,VAN,0,3900,0
0,2018-01-07T00:00:00Z,2017020636,1,1,0,1,1.0008,0,CAR,0,0,KAZ,1986-05-07,,206,7,2004,Anton,71,8471418,0,1,Khudobin,Anton Khudobin,RUS,G,L,195,0,0.9642,27,28,0,BOS,0,3597,1
0,2018-01-07T00:00:00Z,2017020635,1,1,0,6,7.6136,1,COL,0,4,CAN,1986-05-04,SK,14,1,2004,Devan,78,8471227,0,1,Dubnyk,Devan Dubnyk,CAN,G,L,218,0,0.8125,26,32,0,MIN,0,2837,0
0,2018-01-07T00:00:00Z,2017020637,1,1,0,2,1.848,0,VAN,0,2,DNK,1989-10-02,,87,3,2012,Frederik,76,8475883,0,1,Andersen,Frederik Andersen,DNK,G,L,230,0,0.9444,34,36,0,TOR,0,3896,1
0,2018-01-07T00:00:00Z,2017020635,1,1,0,2,2.0,0,MIN,0,0,CAN,1988-08-07,QC,11,1,2006,Jonathan,72,8473541,0,1,Bernier,Jonathan Bernier,CAN,G,L,184,0,0.9444,34,36,0,COL,0,3600,1
0,2018-01-07T00:00:00Z,2017020636,1,1,0,2,20.9912,1,BOS,0,0,CAN,1984-02-29,SK,25,1,2002,Cam,73,8470320,0,1,Ward,Cam Ward,CAN,G,L,185,0,0.0,0,2,0,CAR,0,343,0
0,2018-01-07T00:00:00Z,2017020638,1,1,0,6,6.2265,1,OTT,0,0,RUS,1994-07-25,,19,1,2012,Andrei,75,8476883,0,1,Vasilevskiy,Andrei Vasilevskiy,RUS,G,L,207,0,0.8181,27,33,0,TBL,0,3469,0
0,2018-01-07T00:00:00Z,2017020635,1,0,0,1,4.7182,0,COL,0,0,USA,1987-07-28,MN,112,4,2005,Alex,72,8471774,0,1,Stalock,Alex Stalock,USA,G,L,191,0,0.8333,5,6,0,MIN,0,763,0
0,2018-01-07T00:00:00Z,2017020638,1,1,0,3,3.0,0,TBL,0,0,USA,1981-05-21,IL,73,3,2001,Craig,74,8467950,0,1,Anderson,Craig Anderson,USA,G,L,185,0,0.9375,45,48,0,OTT,0,3600,1
0,2018-01-06T23:00:00Z,2017020639,1,1,0,1,0.923,0,ARI,0,0,SWE,1982-03-02,,205,7,2000,Henrik,73,8468685,0,1,Lundqvist,Henrik Lundqvist,SWE,G,L,180,0,0.9743,38,39,0,NYR,0,3900,1
0,2018-01-06T23:00:00Z,2017020639,1,1,0,1,0.923,0,NYR,1,0,FIN,1989-05-12,,,,,Antti,72,8477293,0,1,Raanta,Antti Raanta,FIN,G,L,195,0,0.96,24,25,0,ARI,0,3900,0
0,2018-01-06T19:00:00Z,2017020634,1,0,0,1,1.7021,0,DAL,0,0,USA,1985-02-13,IL,6,1,2004,Al,74,8471219,0,1,Montoya,Al Montoya,USA,G,L,201,0,0.9285,13,14,0,EDM,0,2115,0
0,2018-01-06T19:00:00Z,2017020634,1,1,0,4,9.6969,1,DAL,0,0,CAN,1987-07-05,ON,,,,Cam,76,8475660,0,1,Talbot,Cam Talbot,CAN,G,L,200,0,0.7894,15,19,0,EDM,0,1485,0
0,2018-01-06T19:00:00Z,2017020634,1,1,0,1,1.0,0,EDM,0,0,USA,1986-11-21,CO,85,3,2005,Ben,79,8471750,0,1,Bishop,Ben Bishop,USA,G,L,225,0,0.9736,37,38,0,DAL,0,3600,1
0,2018-01-06T18:00:00Z,2017020633,1,1,0,3,3.0,0,STL,0,0,CAN,1985-04-09,ON,291,9,2003,Brian,74,8470880,0,1,Elliott,Brian Elliott,CAN,G,L,209,0,0.9032,28,31,0,PHI,0,3600,1
0,2018-01-06T18:00:00Z,2017020633,1,1,0,5,5.277,1,PHI,0,0,CAN,1990-08-07,NB,34,2,2008,Jake,74,8474596,0,1,Allen,Jake Allen,CAN,G,L,203,0,0.8684,33,38,0,STL,0,3411,0
0,2018-01-06T00:30:00Z,2017020630,1,1,0,2,2.0011,0,FLA,0,0,USA,1984-03-26,NY,64,2,2003,Jimmy,73,8470657,0,1,Howard,Jimmy Howard,USA,G,L,218,0,0.95,38,40,0,DET,0,3598,1
0,2018-01-06T00:30:00Z,2017020632,1,1,0,5,5.1605,1,VGK,0,0,CAN,1985-11-19,AB,89,3,2004,Jeff,75,8471301,0,1,Glass,Jeff Glass,CAN,G,L,206,0,0.8837,38,43,0,CHI,0,3488,0
0,2018-01-06T00:30:00Z,2017020630,1,1,0,4,4.1486,1,DET,0,0,CAN,1988-03-15,MB,99,4,2006,James,74,8473503,0,1,Reimer,James Reimer,CAN,G,L,217,0,0.7894,15,19,0,FLA,0,3471,0
0,2018-01-06T00:30:00Z,2017020629,1,1,0,5,4.9902,0,SJS,0,0,USA,1981-05-21,IL,73,3,2001,Craig,74,8467950,0,1,Anderson,Craig Anderson,USA,G,L,185,0,0.8571,30,35,0,OTT,0,3607,1
0,2018-01-06T00:30:00Z,2017020632,1,1,0,4,4.0033,0,CHI,0,0,CAN,1993-12-21,ON,24,1,2012,Malcolm,74,8476876,0,1,Subban,Malcolm Subban,CAN,G,L,200,0,0.875,28,32,0,VGK,0,3597,1
0,2018-01-06T00:30:00Z,2017020629,1,1,0,6,5.9933,0,OTT,1,0,CAN,1989-05-04,AB,,,,Aaron,72,8477180,0,1,Dell,Aaron Dell,CAN,G,L,200,0,0.8604,37,43,0,SJS,0,3604,0
0,2018-01-06T00:00:00Z,2017020628,1,1,0,4,4.0,1,PIT,0,0,SVK,1985-05-13,,271,9,2003,Jaroslav,71,8470860,0,1,Halak,Jaroslav Halak,SVK,G,L,183,0,0.8947,34,38,0,NYI,0,3600,0
0,2018-01-06T00:00:00Z,2017020628,1,1,0,0,0.0,0,NYI,0,0,CAN,1995-04-29,BC,44,2,2013,Tristan,74,8477465,0,1,Jarry,Tristan Jarry,CAN,G,L,194,0,1.0,31,31,1,PIT,0,3600,1
0,2018-01-06T00:00:00Z,2017020631,1,1,0,3,3.0243,0,BUF,0,0,USA,1993-05-19,MI,130,5,2012,Connor,76,8476945,0,1,Hellebuyck,Connor Hellebuyck,USA,G,L,207,0,0.8965,26,29,0,WPG,0,3571,1
0,2018-01-06T00:00:00Z,2017020631,1,1,0,4,4.1426,1,WPG,0,0,CAN,1986-06-10,SK,125,5,2006,Chad,75,8473434,0,1,Johnson,Chad Johnson,CAN,G,L,197,0,0.862,25,29,0,BUF,0,3476,0
0,2018-01-05T00:30:00Z,2017020623,1,1,0,3,3.0,0,NJD,0,0,USA,1986-11-21,CO,85,3,2005,Ben,79,8471750,0,1,Bishop,Ben Bishop,USA,G,L,225,0,0.9285,39,42,0,DAL,0,3600,1
0,2018-01-05T00:30:00Z,2017020623,1,1,0,4,4.1037,1,DAL,0,0,USA,1986-03-18,MA,26,1,2004,Cory,75,8471239,0,1,Schneider,Cory Schneider,USA,G,L,200,0,0.8787,29,33,0,NJD,0,3509,0
0,2018-01-05T00:30:00Z,2017020620,1,1,0,1,0.9235,0,TBL,0,0,CAN,1987-08-16,BC,5,1,2005,Carey,75,8471679,0,1,Price,Carey Price,CAN,G,L,215,0,0.9777,44,45,0,MTL,0,3898,1
0,2018-01-05T00:30:00Z,2017020620,1,1,0,1,0.923,0,MTL,1,0,RUS,1994-07-25,,19,1,2012,Andrei,75,8476883,0,1,Vasilevskiy,Andrei Vasilevskiy,RUS,G,L,207,0,0.9736,37,38,0,TBL,0,3900,0
0,2018-01-05T00:00:00Z,2017020627,1,1,0,2,1.9256,0,NSH,0,0,FIN,1989-05-12,,,,,Antti,72,8477293,0,1,Raanta,Antti Raanta,FIN,G,L,195,0,0.9487,37,39,0,ARI,0,3739,1
0,2018-01-05T00:00:00Z,2017020627,1,1,0,3,2.8884,0,ARI,1,0,FIN,1995-04-19,,99,4,2013,Juuse,71,8477424,0,1,Saros,Juuse Saros,FIN,G,L,180,0,0.88,22,25,0,NSH,0,3739,0
0,2018-01-05T00:00:00Z,2017020619,1,1,0,0,0.0,0,PIT,0,0,CAN,1984-02-29,SK,25,1,2002,Cam,73,8470320,0,1,Ward,Cam Ward,CAN,G,L,185,0,1.0,21,21,1,CAR,0,3600,1
0,2018-01-05T00:00:00Z,2017020624,1,1,0,2,2.0162,1,COL,0,0,RUS,1988-09-20,,,,,Sergei,74,8475683,0,1,Bobrovsky,Sergei Bobrovsky,RUS,G,L,182,0,0.9375,30,32,0,CBJ,0,3571,0
0,2018-01-05T00:00:00Z,2017020618,1,1,0,5,5.1121,1,PHI,0,0,DEU,1986-01-29,,94,3,2004,Thomas,73,8471306,0,1,Greiss,Thomas Greiss,DEU,G,L,227,0,0.8387,26,31,0,NYI,0,3521,0
0,2018-01-05T00:00:00Z,2017020622,1,1,0,2,2.0,0,BUF,0,0,CAN,1986-05-04,SK,14,1,2004,Devan,78,8471227,0,1,Dubnyk,Devan Dubnyk,CAN,G,L,218,0,0.9354,29,31,0,MIN,0,3600,1
0,2018-01-05T00:00:00Z,2017020622,1,1,0,6,9.0,1,MIN,0,0,SWE,1991-07-24,,46,2,2009,Robin,76,8475215,0,1,Lehner,Robin Lehner,SWE,G,L,245,0,0.647,11,17,0,BUF,0,2400,0
0,2018-01-05T00:00:00Z,2017020624,1,1,0,0,0.0,0,CBJ,0,0,CAN,1988-08-07,QC,11,1,2006,Jonathan,72,8473541,0,1,Bernier,Jonathan Bernier,CAN,G,L,184,0,1.0,34,34,1,COL,0,3589,1
0,2018-01-05T00:00:00Z,2017020626,1,1,0,1,0.9304,0,ANA,0,0,CAN,1987-07-05,ON,,,,Cam,76,8475660,0,1,Talbot,Cam Talbot,CAN,G,L,200,0,0.9705,33,34,0,EDM,0,3869,1
0,2018-01-05T00:00:00Z,2017020621,1,1,0,2,2.0683,1,STL,0,0,CAN,1984-11-28,QC,1,1,2003,Marc-Andre,74,8470594,0,1,Fleury,Marc-Andre Fleury,CAN,G,L,180,0,0.9487,37,39,0,VGK,0,3481,0
