assists,gameDate,gameId,gamesPlayed,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,losses,opponentTeamAbbrev,otLosses,penaltyMinutes,playerBirthCountry,playerBirthDate,playerBirthStateProvince,playerDraftOverallPickNo,playerDraftRoundNo,playerDraftYear,playerFirstName,playerHeight,playerId,playerInHockeyHof,playerIsActive,playerLastName,playerName,playerNationality,playerPositionCode,playerShootsCatches,playerWeight,points,savePctg,saves,shotsAgainst,shutouts,teamAbbrev,ties,timeOnIce,wins
0,2018-02-23T00:00:00Z,2017020939,1,1,0,5,5.0139,1,CGY,0,0,FIN,1989-05-12,,,,,Antti,72,8477293,0,1,Raanta,Antti Raanta,FIN,G,L,195,0,0.8684,33,38,0,ARI,0,3590,0
0,2018-02-23T00:00:00Z,2017020930,1,1,0,3,2.7727,0,NYI,0,0,DNK,1989-10-02,,87,3,2012,Frederik,76,8475883,0,1,Andersen,Frederik Andersen,DNK,G,L,230,0,0.9142,32,35,0,TOR,0,3895,1
0,2018-02-23T00:00:00Z,2017020937,1,1,0,7,7.0,1,NSH,0,0,CAN,1989-05-04,AB,,,,Aaron,72,8477180,0,1,Dell,Aaron Dell,CAN,G,L,200,0,0.8478,39,46,0,SJS,0,3600,0
0,2018-02-22T00:30:00Z,2017020929,1,1,0,3,3.0,0,CGY,0,2,CAN,1984-11-28,QC,1,1,2003,Marc-Andre,74,8470594,0,1,Fleury,Marc-Andre Fleury,CAN,G,L,180,0,0.9032,28,31,0,VGK,0,3600,1
0,2018-02-22T00:30:00Z,2017020929,1,1,0,7,7.0234,1,VGK,0,0,CZE,1992-08-19,,,,,David,75,8479496,0,1,Rittich,David Rittich,CZE,G,L,202,0,0.7307,19,26,0,CGY,0,3588,0
0,2018-02-22T00:00:00Z,2017020928,1,1,0,0,0.0,0,DAL,0,0,USA,1980-07-17,MI,138,5,1999,Ryan,75,8468011,0,1,Miller,Ryan Miller,USA,G,L,173,0,1.0,41,41,1,ANA,0,3600,1
0,2018-02-22T00:00:00Z,2017020927,1,1,0,2,1.8461,0,OTT,0,0,SWE,1992-11-27,,188,7,2011,Anton,75,8476341,0,1,Forsberg,Anton Forsberg,SWE,G,L,192,0,0.9411,32,34,0,CHI,0,3900,1
0,2018-02-22T00:00:00Z,2017020927,1,1,0,2,1.848,0,CHI,1,0,USA,1990-04-27,MA,,,,Mike,74,8477237,0,1,Condon,Mike Condon,USA,G,L,195,0,0.9473,36,38,0,OTT,0,3896,0
0,2018-02-22T00:00:00Z,2017020928,1,1,0,2,2.1276,1,ANA,0,0,USA,1986-11-21,CO,85,3,2005,Ben,79,8471750,0,1,Bishop,Ben Bishop,USA,G,L,225,0,0.8823,15,17,0,DAL,0,3384,0
0,2018-02-21T00:30:00Z,2017020922,1,1,0,3,3.1105,1,NSH,0,0,USA,1984-03-26,NY,64,2,2003,Jimmy,73,8470657,0,1,Howard,Jimmy Howard,USA,G,L,218,0,0.8965,26,29,0,DET,0,3472,0
0,2018-02-21T00:30:00Z,2017020922,1,1,0,2,2.0055,0,DET,0,0,FIN,1995-04-19,,99,4,2013,Juuse,71,8477424,0,1,Saros,Juuse Saros,FIN,G,L,180,0,0.9444,34,36,0,NSH,0,3590,1
0,2018-02-21T00:00:00Z,2017020925,1,1,0,2,2.0022,0,EDM,0,0,KAZ,1986-05-07,,206,7,2004,Anton,71,8471418,0,1,Khudobin,Anton Khudobin,RUS,G,L,195,0,0.9,18,20,0,BOS,0,3596,1
0,2018-02-21T00:00:00Z,2017020923,1,1,0,3,3.124,1,SJS,0,0,CAN,1985-12-19,ON,,,,Carter,73,8475622,0,1,Hutton,Carter Hutton,CAN,G,L,202,0,0.8695,20,23,0,STL,0,3457,0
0,2018-02-21T00:00:00Z,2017020924,1,1,0,4,4.1237,1,LAK,0,0,USA,1993-05-19,MI,130,5,2012,Connor,76,8476945,0,1,Hellebuyck,Connor Hellebuyck,USA,G,L,207,0,0.875,28,32,0,WPG,0,3492,0
0,2018-02-21T00:00:00Z,2017020919,1,1,0,2,2.0501,1,CBJ,0,0,USA,1989-07-04,NY,,,,Keith,75,8476234,0,1,Kinkaid,Keith Kinkaid,USA,G,L,195,0,0.8947,17,19,0,NJD,0,3512,0
0,2018-02-21T00:00:00Z,2017020918,1,1,0,1,1.0183,1,TOR,0,0,CAN,1979-04-04,QC,4,1,1997,Roberto,75,8466141,0,1,Luongo,Roberto Luongo,CAN,G,L,217,0,0.9677,30,31,0,FLA,0,3535,0
0,2018-02-21T00:00:00Z,2017020923,1,1,0,2,2.0033,0,STL,0,0,CAN,1990-01-10,BC,,,,Martin,76,8474889,0,1,Jones,Martin Jones,CAN,G,L,195,0,0.9393,31,33,0,SJS,0,3594,1
0,2018-02-21T00:00:00Z,2017020920,1,1,0,2,1.9538,0,MTL,0,0,USA,1992-12-09,MN,,,,Alex,73,8479312,0,1,Lyon,Alex Lyon,USA,G,L,201,0,0.9259,25,27,0,PHI,0,3685,1
0,2018-02-21T00:00:00Z,2017020926,1,1,0,5,4.7169,0,COL,1,0,SWE,1990-03-19,,62,3,2009,Anders,78,8475195,0,1,Nilsson,Anders Nilsson,SWE,G,L,229,0,0.8529,29,34,0,VAN,0,3816,0
0,2018-02-21T00:00:00Z,2017020924,1,1,0,3,3.0033,0,WPG,0,0,CAN,1990-05-05,SK,161,6,2009,Darcy,77,8475311,0,1,Kuemper,Darcy Kuemper,CAN,G,L,215,0,0.909,30,33,0,LAK,0,3596,1
0,2018-02-21T00:00:00Z,2017020921,1,1,0,2,2.0,0,WSH,0,0,RUS,1994-07-25,,19,1,2012,Andrei,75,8476883,0,1,Vasilevskiy,Andrei Vasilevskiy,RUS,G,L,207,0,0.9459,35,37,0,TBL,0,3600,1
0,2018-02-21T00:00:00Z,2017020926,1,1,0,4,3.7735,0,VAN,0,0,RUS,1988-04-27,,23,1,2006,Semyon,74,8473575,0,1,Varlamov,Semyon Varlamov,RUS,G,L,209,0,0.8571,24,28,0,COL,0,3816,1
0,2018-02-21T00:00:00Z,2017020918,1,1,0,0,0.0,0,FLA,0,0,DNK,1989-10-02,,87,3,2012,Frederik,76,8475883,0,1,Andersen,Frederik Andersen,DNK,G,L,230,0,1.0,40,40,1,TOR,0,3533,1
0,2018-02-21T00:00:00Z,2017020921,1,1,0,4,4.151,1,TBL,0,0,CAN,1989-09-16,SK,93,4,2008,Braden,74,8474651,0,1,Holtby,Braden Holtby,CAN,G,L,211,0,0.7894,15,19,0,WSH,0,3469,0
0,2018-02-21T00:00:00Z,2017020920,1,1,0,3,2.93,0,PHI,1,0,CAN,1987-08-16,BC,5,1,2005,Carey,75,8471679,0,1,Price,Carey Price,CAN,G,L,215,0,0.909,30,33,0,MTL,0,3686,0
0,2018-02-21T00:00:00Z,2017020925,1,1,0,3,3.0379,1,BOS,0,2,CAN,1987-07-05,ON,,,,Cam,76,8475660,0,1,Talbot,Cam Talbot,CAN,G,L,200,0,0.9333,42,45,0,EDM,0,3555,0
0,2018-02-21T00:00:00Z,2017020919,1,1,0,1,1.0,0,NJD,0,0,RUS,1988-09-20,,,,,Sergei,74,8475683,0,1,Bobrovsky,Sergei Bobrovsky,RUS,G,L,182,0,0.9677,30,31,0,CBJ,0,3600,1
0,2018-02-20T00:30:00Z,2017020916,1,1,0,1,1.0,0,CHI,0,0,USA,1986-01-21,CT,72,3,2005,Jonathan,73,8471734,0,1,Quick,Jonathan Quick,USA,G,L,218,0,0.9642,27,28,0,LAK,0,3600,1
0,2018-02-20T00:30:00Z,2017020916,1,1,0,3,3.1514,1,LAK,0,0,SWE,1992-11-27,,188,7,2011,Anton,75,8476341,0,1,Forsberg,Anton Forsberg,SWE,G,L,192,0,0.9062,29,32,0,CHI,0,3427,0
0,2018-02-20T00:00:00Z,2017020917,1,1,0,2,2.0997,1,ANA,0,0,CAN,1984-11-28,QC,1,1,2003,Marc-Andre,74,8470594,0,1,Fleury,Marc-Andre Fleury,CAN,G,L,180,0,0.9,18,20,0,VGK,0,3429,0
0,2018-02-20T00:00:00Z,2017020917,1,1,0,0,0.0,0,VGK,0,0,USA,1993-07-14,PA,39,2,2011,John,75,8476434,0,1,Gibson,John Gibson,USA,G,L,223,0,1.0,13,13,0,ANA,0,2400,1
0,2018-02-20T00:00:00Z,2017020917,1,0,0,0,0.0,0,VGK,0,0,USA,1980-07-17,MI,138,5,1999,Ryan,75,8468011,0,1,Miller,Ryan Miller,USA,G,L,173,0,1.0,20,20,0,ANA,0,1200,0
0,2018-02-20T00:00:00Z,2017020915,1,1,0,2,2.0179,0,OTT,0,0,FIN,1982-11-03,,258,8,2004,Pekka,77,8471469,0,1,Rinne,Pekka Rinne,FIN,G,L,217,0,0.9473,36,38,0,NSH,0,3568,1
0,2018-02-20T00:00:00Z,2017020915,1,1,0,5,5.0055,1,NSH,0,0,USA,1981-05-21,IL,73,3,2001,Craig,74,8467950,0,1,Anderson,Craig Anderson,USA,G,L,185,0,0.878,36,41,0,OTT,0,3596,0
0,2018-02-19T20:00:00Z,2017020913,1,1,0,2,2.0624,1,WSH,0,0,CAN,1986-06-10,SK,125,5,2006,Chad,75,8473434,0,1,Johnson,Chad Johnson,CAN,G,L,197,0,0.931,27,29,0,BUF,0,3491,0
0,2018-02-19T20:00:00Z,2017020913,1,1,0,2,2.0,0,BUF,0,0,DEU,1991-11-25,,112,4,2010,Philipp,73,8475831,0,1,Grubauer,Philipp Grubauer,DEU,G,L,191,0,0.9411,32,34,0,WSH,0,3600,1
0,2018-02-19T19:00:00Z,2017020914,1,1,0,1,0.9433,0,CGY,0,0,FIN,1987-03-10,,21,1,2005,Tuukka,75,8471695,0,1,Rask,Tuukka Rask,FIN,G,L,176,0,0.9655,28,29,0,BOS,0,3816,1
0,2018-02-19T19:00:00Z,2017020914,1,1,0,2,1.8867,0,BOS,1,0,CZE,1992-08-19,,,,,David,75,8479496,0,1,Rittich,David Rittich,CZE,G,L,202,0,0.9375,30,32,0,CGY,0,3816,0
0,2018-02-19T18:00:00Z,2017020912,1,1,0,3,3.0,0,NYI,0,0,CAN,1986-05-04,SK,14,1,2004,Devan,78,8471227,0,1,Dubnyk,Devan Dubnyk,CAN,G,L,218,0,0.9142,32,35,0,MIN,0,3600,1
0,2018-02-19T18:00:00Z,2017020912,1,1,0,5,5.162,1,MIN,0,0,SVK,1985-05-13,,271,9,2003,Jaroslav,71,8470860,0,1,Halak,Jaroslav Halak,SVK,G,L,183,0,0.8437,27,32,0,NYI,0,3487,0
0,2018-02-19T00:00:00Z,2017020909,1,1,0,2,2.0,0,DET,0,0,CAN,1983-05-23,ON,176,6,2002,Curtis,74,8470147,0,1,McElhinney,Curtis McElhinney,CAN,G,L,200,0,0.931,27,29,0,TOR,0,3600,1
0,2018-02-19T00:00:00Z,2017020909,1,1,0,3,3.0235,1,TOR,0,0,CZE,1992-02-14,,141,5,2010,Petr,74,8475852,0,1,Mrazek,Petr Mrazek,CZE,G,L,181,0,0.9117,31,34,0,DET,0,3572,0
0,2018-02-19T00:00:00Z,2017020910,1,1,0,7,7.0,1,WPG,0,0,CAN,1988-03-15,MB,99,4,2006,James,74,8473503,0,1,Reimer,James Reimer,CAN,G,L,217,0,0.7941,27,34,0,FLA,0,3600,0
0,2018-02-19T00:00:00Z,2017020910,1,1,0,2,2.0,0,FLA,0,0,USA,1993-05-19,MI,130,5,2012,Connor,76,8476945,0,1,Hellebuyck,Connor Hellebuyck,USA,G,L,207,0,0.9259,25,27,0,WPG,0,3600,1
0,2018-02-18T23:00:00Z,2017020908,1,1,0,2,2.0,0,CBJ,0,2,CAN,1995-04-29,BC,44,2,2013,Tristan,74,8477465,0,1,Jarry,Tristan Jarry,CAN,G,L,194,0,0.9459,35,37,0,PIT,0,3600,1
0,2018-02-18T23:00:00Z,2017020908,1,1,0,5,5.0,1,PIT,0,0,RUS,1988-09-20,,,,,Sergei,74,8475683,0,1,Bobrovsky,Sergei Bobrovsky,RUS,G,L,182,0,0.7826,18,23,0,CBJ,0,3600,0
0,2018-02-18T22:00:00Z,2017020911,1,1,0,4,13.8063,1,SJS,0,0,USA,1986-11-21,CO,85,3,2005,Ben,79,8471750,0,1,Bishop,Ben Bishop,USA,G,L,225,0,0.2,1,5,0,DAL,0,1043,0
0,2018-02-18T22:00:00Z,2017020907,1,1,0,3,2.8398,0,NJD,1,0,CAN,1984-02-29,SK,25,1,2002,Cam,73,8470320,0,1,Ward,Cam Ward,CAN,G,L,185,0,0.8571,18,21,0,CAR,0,3803,0
0,2018-02-18T22:00:00Z,2017020911,1,1,0,2,2.0,0,DAL,0,0,CAN,1990-01-10,BC,,,,Martin,76,8474889,0,1,Jones,Martin Jones,CAN,G,L,195,0,0.9285,26,28,0,SJS,0,3600,1
1,2018-02-18T22:00:00Z,2017020907,1,1,0,2,1.875,0,CAR,0,0,USA,1989-07-04,NY,,,,Keith,75,8476234,0,1,Kinkaid,Keith Kinkaid,USA,G,L,195,1,0.9523,40,42,0,NJD,0,3840,1
0,2018-02-18T22:00:00Z,2017020911,1,0,0,1,1.4314,0,SJS,0,0,FIN,1983-11-16,,2,1,2002,Kari,76,8470140,0,1,Lehtonen,Kari Lehtonen,FIN,G,L,209,0,0.9565,22,23,0,DAL,0,2515,0
0,2018-02-18T18:00:00Z,2017020906,1,1,0,3,3.083,1,EDM,0,0,RUS,1988-04-27,,23,1,2006,Semyon,74,8473575,0,1,Varlamov,Semyon Varlamov,RUS,G,L,209,0,0.923,36,39,0,COL,0,3503,0
0,2018-02-18T18:00:00Z,2017020906,1,1,0,2,2.0,0,COL,0,0,CAN,1987-07-05,ON,,,,Cam,76,8475660,0,1,Talbot,Cam Talbot,CAN,G,L,200,0,0.923,24,26,0,EDM,0,3600,1
0,2018-02-18T17:00:00Z,2017020905,1,1,0,7,7.0,1,PHI,0,0,SWE,1982-03-02,,205,7,2000,Henrik,73,8468685,0,1,Lundqvist,Henrik Lundqvist,SWE,G,L,180,0,0.8108,30,37,0,NYR,0,3600,0
0,2018-02-18T17:00:00Z,2017020905,1,1,0,3,9.0,0,NYR,0,0,CZE,1988-03-23,,34,2,2006,Michal,73,8473607,0,1,Neuvirth,Michal Neuvirth,CZE,G,L,209,0,0.7857,11,14,0,PHI,0,1200,0
0,2018-02-18T17:00:00Z,2017020905,1,0,0,1,1.5,0,NYR,0,0,USA,1992-12-09,MN,,,,Alex,73,8479312,0,1,Lyon,Alex Lyon,USA,G,L,201,0,0.9615,25,26,0,PHI,0,2400,1
0,2018-02-18T01:00:00Z,2017020903,1,0,0,2,3.5346,0,FLA,0,0,USA,1994-01-22,NH,75,3,2012,Jon,78,8476903,0,1,Gillies,Jon Gillies,USA,G,L,223,0,0.8666,13,15,0,CGY,0,2037,0
0,2018-02-18T01:00:00Z,2017020903,1,1,0,4,9.213,1,FLA,0,0,CZE,1992-08-19,,,,,David,75,8479496,0,1,Rittich,David Rittich,CZE,G,L,202,0,0.7333,11,15,0,CGY,0,1563,0
0,2018-02-18T01:00:00Z,2017020903,1,1,0,3,3.0,0,CGY,0,0,CAN,1979-04-04,QC,4,1,1997,Roberto,75,8466141,0,1,Luongo,Roberto Luongo,CAN,G,L,217,0,0.909,30,33,0,FLA,0,3600,1
0,2018-02-18T00:30:00Z,2017020902,1,0,0,1,3.0,0,CHI,0,0,DEU,1991-11-25,,112,4,2010,Philipp,73,8475831,0,1,Grubauer,Philipp Grubauer,DEU,G,L,191,0,0.909,10,11,0,WSH,0,1200,0
0,2018-02-18T00:30:00Z,2017020902,1,1,0,6,9.0,1,CHI,0,0,CAN,1989-09-16,SK,93,4,2008,Braden,74,8474651,0,1,Holtby,Braden Holtby,CAN,G,L,211,0,0.8181,27,33,0,WSH,0,2400,0
0,2018-02-18T00:30:00Z,2017020902,1,1,0,1,1.0011,0,WSH,0,0,SWE,1992-11-27,,188,7,2011,Anton,75,8476341,0,1,Forsberg,Anton Forsberg,SWE,G,L,192,0,0.95,19,20,0,CHI,0,3596,1
1,2018-02-18T00:00:00Z,2017020901,1,1,0,2,2.0396,1,DET,0,0,FIN,1995-04-19,,99,4,2013,Juuse,71,8477424,0,1,Saros,Juuse Saros,FIN,G,L,180,1,0.9393,31,33,0,NSH,0,3530,0
1,2018-02-18T00:00:00Z,2017020904,1,1,0,1,1.0,0,BOS,0,0,SWE,1990-03-19,,62,3,2009,Anders,78,8475195,0,1,Nilsson,Anders Nilsson,SWE,G,L,229,1,0.9777,44,45,0,VAN,0,3600,1
0,2018-02-18T00:00:00Z,2017020898,1,1,0,3,3.0,0,TBL,0,0,SWE,1988-01-05,,,,,Eddie,76,8475663,0,1,Lack,Eddie Lack,SWE,G,L,187,0,0.9411,48,51,0,NJD,0,3600,1
0,2018-02-18T00:00:00Z,2017020904,1,0,0,2,3.0,0,VAN,0,0,KAZ,1986-05-07,,206,7,2004,Anton,71,8471418,0,1,Khudobin,Anton Khudobin,RUS,G,L,195,0,0.8666,13,15,0,BOS,0,2400,0
0,2018-02-18T00:00:00Z,2017020901,1,1,0,1,1.0064,0,NSH,0,0,CZE,1992-02-14,,141,5,2010,Petr,74,8475852,0,1,Mrazek,Petr Mrazek,CZE,G,L,181,0,0.9687,31,32,0,DET,0,3577,1
0,2018-02-18T00:00:00Z,2017020899,1,1,0,5,5.2053,1,PIT,0,0,DNK,1989-10-02,,87,3,2012,Frederik,76,8475883,0,1,Andersen,Frederik Andersen,DNK,G,L,230,0,0.8717,34,39,0,TOR,0,3458,0
0,2018-02-18T00:00:00Z,2017020898,1,1,0,4,4.1486,1,NJD,0,0,RUS,1994-07-25,,19,1,2012,Andrei,75,8476883,0,1,Vasilevskiy,Andrei Vasilevskiy,RUS,G,L,207,0,0.8571,24,28,0,TBL,0,3471,0
0,2018-02-18T00:00:00Z,2017020904,1,1,0,4,12.0,1,VAN,0,0,FIN,1987-03-10,,21,1,2005,Tuukka,75,8471695,0,1,Rask,Tuukka Rask,FIN,G,L,176,0,0.5,4,8,0,BOS,0,1200,0
0,2018-02-18T00:00:00Z,2017020899,1,1,0,3,3.0,0,TOR,0,0,CAN,1994-05-25,ON,83,3,2012,Matt,76,8476899,0,1,Murray,Matt Murray,CAN,G,L,178,0,0.9062,29,32,0,PIT,0,3600,1
0,2018-02-17T21:00:00Z,2017020900,1,1,0,3,3.0,0,MTL,0,2,CAN,1984-11-28,QC,1,1,2003,Marc-Andre,74,8470594,0,1,Fleury,Marc-Andre Fleury,CAN,G,L,180,0,0.909,30,33,0,VGK,0,3600,1
0,2018-02-17T21:00:00Z,2017020900,1,1,0,3,18.2741,0,VGK,0,0,FIN,1983-08-29,,,,,Antti,74,8474550,0,1,Niemi,Antti Niemi,FIN,G,L,215,0,0.5,3,6,0,MTL,0,591,0
0,2018-02-17T21:00:00Z,2017020900,1,0,0,3,3.5892,1,VGK,0,0,CAN,1987-08-16,BC,5,1,2005,Carey,75,8471679,0,1,Price,Carey Price,CAN,G,L,215,0,0.8928,25,28,0,MTL,0,3009,0
0,2018-02-17T19:00:00Z,2017020895,1,1,0,3,3.0,0,NYR,0,0,USA,1981-05-21,IL,73,3,2001,Craig,74,8467950,0,1,Anderson,Craig Anderson,USA,G,L,185,0,0.921,35,38,0,OTT,0,3600,1
0,2018-02-17T19:00:00Z,2017020895,1,0,0,1,4.7808,0,OTT,0,0,USA,1996-03-29,MI,59,2,2014,Brandon,76,8477990,0,1,Halverson,Brandon Halverson,USA,G,L,209,0,0.8333,5,6,0,NYR,0,753,0
0,2018-02-17T19:00:00Z,2017020897,1,1,0,0,0.0,0,EDM,0,0,FIN,1989-05-12,,,,,Antti,72,8477293,0,1,Raanta,Antti Raanta,FIN,G,L,195,0,1.0,40,40,1,ARI,0,3574,1
0,2018-02-17T19:00:00Z,2017020897,1,1,0,1,1.0238,1,ARI,0,0,CAN,1987-07-05,ON,,,,Cam,76,8475660,0,1,Talbot,Cam Talbot,CAN,G,L,200,0,0.9687,31,32,0,EDM,0,3516,0
0,2018-02-17T19:00:00Z,2017020895,1,1,0,5,6.3268,1,OTT,0,0,SWE,1982-03-02,,205,7,2000,Henrik,73,8468685,0,1,Lundqvist,Henrik Lundqvist,SWE,G,L,180,0,0.8148,22,27,0,NYR,0,2845,0
0,2018-02-17T18:00:00Z,2017020894,1,1,0,2,2.0,0,BUF,0,0,USA,1986-01-21,CT,72,3,2005,Jonathan,73,8471734,0,1,Quick,Jonathan Quick,USA,G,L,218,0,0.9428,33,35,0,LAK,0,3600,1
0,2018-02-17T18:00:00Z,2017020894,1,0,0,0,0.0,0,LAK,0,0,CAN,1986-06-10,SK,125,5,2006,Chad,75,8473434,0,1,Johnson,Chad Johnson,CAN,G,L,197,0,1.0,6,6,0,BUF,0,1050,0
0,2018-02-17T18:00:00Z,2017020894,1,1,0,4,6.0402,1,LAK,0,0,SWE,1991-07-24,,46,2,2009,Robin,76,8475215,0,1,Lehner,Robin Lehner,SWE,G,L,245,0,0.8666,26,30,0,BUF,0,2384,0
0,2018-02-17T18:00:00Z,2017020896,1,1,0,2,1.8466,0,ANA,1,0,CAN,1986-05-04,SK,14,1,2004,Devan,78,8471227,0,1,Dubnyk,Devan Dubnyk,CAN,G,L,218,0,0.9354,29,31,0,MIN,0,3899,0
0,2018-02-17T18:00:00Z,2017020896,1,1,0,2,1.8475,0,MIN,0,0,USA,1993-07-14,PA,39,2,2011,John,75,8476434,0,1,Gibson,John Gibson,USA,G,L,223,0,0.9473,36,38,0,ANA,0,3897,1
0,2018-02-17T00:30:00Z,2017020893,1,1,0,2,2.0547,1,DAL,0,0,CAN,1990-08-07,NB,34,2,2008,Jake,74,8474596,0,1,Allen,Jake Allen,CAN,G,L,203,0,0.875,14,16,0,STL,0,3504,0
0,2018-02-17T00:30:00Z,2017020891,1,1,0,2,2.0654,1,NYI,0,0,CAN,1984-02-29,SK,25,1,2002,Cam,73,8470320,0,1,Ward,Cam Ward,CAN,G,L,185,0,0.909,20,22,0,CAR,0,3486,0
0,2018-02-17T00:30:00Z,2017020893,1,1,0,1,1.0022,0,STL,0,0,USA,1986-11-21,CO,85,3,2005,Ben,79,8471750,0,1,Bishop,Ben Bishop,USA,G,L,225,0,0.9655,28,29,0,DAL,0,3592,1
0,2018-02-17T00:30:00Z,2017020891,1,1,0,0,0.0,0,CAR,0,0,DEU,1986-01-29,,94,3,2004,Thomas,73,8471306,0,1,Greiss,Thomas Greiss,DEU,G,L,227,0,1.0,45,45,1,NYI,0,3600,1
0,2018-02-17T00:00:00Z,2017020892,1,1,0,1,1.0,0,COL,0,0,USA,1993-05-19,MI,130,5,2012,Connor,76,8476945,0,1,Hellebuyck,Connor Hellebuyck,USA,G,L,207,0,0.9677,30,31,0,WPG,0,3600,1
0,2018-02-17T00:00:00Z,2017020892,1,0,0,2,6.0,0,WPG,0,0,RUS,1988-04-27,,23,1,2006,Semyon,74,8473575,0,1,Varlamov,Semyon Varlamov,RUS,G,L,209,0,0.75,6,8,0,COL,0,1200,0
0,2018-02-17T00:00:00Z,2017020890,1,1,0,2,1.9396,0,PHI,1,0,RUS,1988-09-20,,,,,Sergei,74,8475683,0,1,Bobrovsky,Sergei Bobrovsky,RUS,G,L,182,0,0.92,23,25,0,CBJ,0,3712,0
0,2018-02-17T00:00:00Z,2017020890,1,1,0,1,0.9698,0,CBJ,0,0,CZE,1988-03-23,,34,2,2006,Michal,73,8473607,0,1,Neuvirth,Michal Neuvirth,CZE,G,L,209,0,0.9722,35,36,0,PHI,0,3712,1
0,2018-02-17T00:00:00Z,2017020892,1,1,0,4,6.0075,1,WPG,0,0,CAN,1988-08-07,QC,11,1,2006,Jonathan,72,8473541,0,1,Bernier,Jonathan Bernier,CAN,G,L,184,0,0.8,16,20,0,COL,0,2397,0
0,2018-02-16T00:30:00Z,2017020882,1,1,0,3,2.9403,0,OTT,1,0,SWE,1991-07-24,,46,2,2009,Robin,76,8475215,0,1,Lehner,Robin Lehner,SWE,G,L,245,0,0.9166,33,36,0,BUF,0,3673,0
0,2018-02-16T00:30:00Z,2017020883,1,1,0,4,4.0,1,TBL,0,0,USA,1984-03-26,NY,64,2,2003,Jimmy,73,8470657,0,1,Howard,Jimmy Howard,USA,G,L,218,0,0.875,28,32,0,DET,0,3600,0
0,2018-02-16T00:30:00Z,2017020883,1,1,0,1,1.0019,0,DET,0,0,RUS,1994-07-25,,19,1,2012,Andrei,75,8476883,0,1,Vasilevskiy,Andrei Vasilevskiy,RUS,G,L,207,0,0.9743,38,39,0,TBL,0,3593,1
0,2018-02-16T00:30:00Z,2017020882,1,1,0,2,2.0022,0,BUF,0,0,USA,1981-05-21,IL,73,3,2001,Craig,74,8467950,0,1,Anderson,Craig Anderson,USA,G,L,185,0,0.92,23,25,0,OTT,0,3596,1
0,2018-02-16T00:30:00Z,2017020889,1,1,0,1,1.0,0,VAN,0,0,CAN,1990-01-10,BC,,,,Martin,76,8474889,0,1,Jones,Martin Jones,CAN,G,L,195,0,0.9772,43,44,0,SJS,0,3600,1
0,2018-02-16T00:30:00Z,2017020886,1,1,0,3,3.1708,1,ANA,0,0,SWE,1992-11-27,,188,7,2011,Anton,75,8476341,0,1,Forsberg,Anton Forsberg,SWE,G,L,192,0,0.9062,29,32,0,CHI,0,3406,0
0,2018-02-16T00:30:00Z,2017020889,1,1,0,4,4.0,1,SJS,0,0,SWE,1990-03-19,,62,3,2009,Anders,78,8475195,0,1,Nilsson,Anders Nilsson,SWE,G,L,229,0,0.8666,26,30,0,VAN,0,3600,0
0,2018-02-16T00:30:00Z,2017020886,1,1,0,2,2.0,0,CHI,0,0,USA,1993-07-14,PA,39,2,2011,John,75,8476434,0,1,Gibson,John Gibson,USA,G,L,223,0,0.9545,42,44,0,ANA,0,3600,1
1,2018-02-16T00:00:00Z,2017020885,1,1,0,2,2.0,0,MIN,0,0,DEU,1991-11-25,,112,4,2010,Philipp,73,8475831,0,1,Grubauer,Philipp Grubauer,DEU,G,L,191,1,0.9411,32,34,0,WSH,0,3600,1
0,2018-02-16T00:00:00Z,2017020888,1,1,0,1,1.0,0,EDM,0,0,CAN,1984-11-28,QC,1,1,2003,Marc-Andre,74,8470594,0,1,Fleury,Marc-Andre Fleury,CAN,G,L,180,0,0.9655,28,29,0,VGK,0,3600,1
0,2018-02-16T00:00:00Z,2017020880,1,1,0,0,0.0,0,NYR,0,0,SVK,1985-05-13,,271,9,2003,Jaroslav,71,8470860,0,1,Halak,Jaroslav Halak,SVK,G,L,183,0,1.0,50,50,1,NYI,0,3600,1
1,2018-02-16T00:00:00Z,2017020879,1,1,0,2,2.0,0,CAR,0,0,USA,1989-07-04,NY,,,,Keith,75,8476234,0,1,Kinkaid,Keith Kinkaid,USA,G,L,195,1,0.931,27,29,0,NJD,0,3600,1
0,2018-02-16T00:00:00Z,2017020881,1,1,0,2,2.0466,1,PIT,0,0,USA,1986-01-21,CT,72,3,2005,Jonathan,73,8471734,0,1,Quick,Jonathan Quick,USA,G,L,218,0,0.9473,36,38,0,LAK,0,3518,0
0,2018-02-16T00:00:00Z,2017020880,1,1,0,3,3.0016,1,NYI,0,0,SWE,1982-03-02,,205,7,2000,Henrik,73,8468685,0,1,Lundqvist,Henrik Lundqvist,SWE,G,L,180,0,0.9142,32,35,0,NYR,0,3598,0
0,2018-02-16T00:00:00Z,2017020884,1,1,0,3,3.0025,0,NSH,0,0,CZE,1992-08-19,,,,,David,75,8479496,0,1,Rittich,David Rittich,CZE,G,L,202,0,0.9062,29,32,0,CGY,0,3597,1
0,2018-02-16T00:00:00Z,2017020888,1,1,0,4,4.0,1,VGK,0,0,CAN,1987-07-05,ON,,,,Cam,76,8475660,0,1,Talbot,Cam Talbot,CAN,G,L,200,0,0.8571,24,28,0,EDM,0,3600,0
