faceoffWinPctg,faceoffsLost,faceoffsWon,gameDate,gameId,gameLocationCode,gamesPlayed,goalsAgainst,goalsFor,losses,opponentTeamAbbrev,otLosses,penaltyKillPctg,points,ppGoalsAgainst,ppGoalsFor,ppOpportunities,ppPctg,shNumTimes,shootoutGamesLost,shootoutGamesWon,shotsAgainst,shotsFor,teamAbbrev,teamId,ties,wins
0.4754,32,29,2018-03-03T18:00:00Z,2017021002,R,1,3,5,0,LAK,0,1.0,2,0,2,5,0.4,2,0,0,32,25,CHI,16,0,1
0.4202,40,29,2018-01-24T00:00:00Z,2017020739,R,1,0,5,0,EDM,0,1.0,2,0,3,4,0.75,2,0,0,33,34,BUF,7,0,1
0.6,22,33,2018-04-05T23:00:00Z,2017021250,H,1,3,4,0,ARI,0,1.0,2,0,1,3,0.3333,2,0,0,19,40,VAN,23,0,1
0.4565,25,21,2018-01-26T00:30:00Z,2017020751,R,1,1,5,0,DET,0,0.0,2,1,0,2,0.0,1,0,0,24,28,CHI,16,0,1
0.4375,36,28,2018-02-07T00:00:00Z,2017020812,R,1,3,4,0,BUF,0,0.5,2,1,1,3,0.3333,2,0,0,33,33,ANA,24,0,1
0.5362,32,37,2017-12-20T00:00:00Z,2017020521,R,1,4,6,0,NSH,0,0.6666,2,1,1,5,0.2,3,0,0,34,36,WPG,52,0,1
0.4545,30,25,2017-12-12T00:00:00Z,2017020461,R,1,1,1,0,NYR,0,0.0,2,0,0,3,0.0,0,0,1,25,45,DAL,25,0,1
0.509,27,28,2018-01-26T00:00:00Z,2017020756,R,1,1,2,0,ARI,0,0.0,2,1,1,1,1.0,1,0,0,39,27,CBJ,29,0,1
0.5066,37,38,2017-12-29T00:00:00Z,2017020572,R,1,4,7,0,ARI,0,0.8333,2,1,1,1,1.0,6,0,0,34,33,TOR,10,0,1
0.6119,26,41,2017-11-15T00:00:00Z,2017020267,H,1,4,5,0,BUF,0,0.3333,2,2,1,5,0.2,3,0,0,32,45,PIT,5,0,1
0.4558,37,31,2017-11-21T00:00:00Z,2017020314,R,1,3,4,0,MIN,0,0.5,2,2,0,2,0.0,4,0,0,36,25,NJD,1,0,1
0.4218,37,27,2018-01-26T00:30:00Z,2017020752,R,1,2,4,0,FLA,0,1.0,2,0,2,6,0.3333,4,0,0,34,46,WSH,15,0,1
0.4772,23,21,2017-11-12T00:00:00Z,2017020253,R,1,1,1,0,DET,0,0.0,2,0,0,2,0.0,0,0,1,33,32,CBJ,29,0,1
0.5538,29,36,2017-10-19T23:30:00Z,2017020100,R,1,1,2,0,CHI,0,1.0,2,0,1,2,0.5,5,0,0,31,42,EDM,22,0,1
0.5211,34,37,2017-11-06T00:00:00Z,2017020216,H,1,4,4,0,NJD,0,1.0,2,0,0,3,0.0,2,0,1,30,34,CGY,20,0,1
0.4615,28,24,2017-11-01T23:30:00Z,2017020185,H,1,1,4,0,NSH,0,1.0,2,0,1,8,0.125,4,0,0,20,23,SJS,28,0,1
0.3714,44,26,2017-12-30T00:00:00Z,2017020584,H,1,3,4,0,TOR,0,1.0,2,0,1,4,0.25,2,0,0,34,28,COL,21,0,1
0.4363,31,24,2018-03-01T00:30:00Z,2017020981,H,1,2,5,0,CGY,0,1.0,2,0,1,7,0.1428,5,0,0,32,34,COL,21,0,1
0.5333,28,32,2017-10-14T23:00:00Z,2017020066,H,1,2,8,0,WSH,0,1.0,2,0,1,2,0.5,2,0,0,23,37,PHI,4,0,1
0.5967,25,37,2017-10-21T23:00:00Z,2017020118,H,1,3,4,0,CAR,0,1.0,2,0,0,2,0.0,3,0,0,39,26,DAL,25,0,1
0.5362,32,37,2018-02-11T00:00:00Z,2017020845,R,1,2,2,0,MTL,0,1.0,2,0,0,3,0.0,3,0,1,49,32,NSH,18,0,1
0.5614,25,32,2017-10-17T23:30:00Z,2017020088,H,1,1,3,0,ARI,0,1.0,2,0,0,1,0.0,2,0,0,28,34,DAL,25,0,1
0.3823,42,26,2018-01-10T00:30:00Z,2017020656,H,1,4,5,0,CAR,0,0.5,2,2,0,0,0.0,4,0,0,32,34,TBL,14,0,1
0.4687,34,30,2017-11-08T00:00:00Z,2017020227,H,1,1,3,0,FLA,0,0.5,2,1,0,5,0.0,2,0,0,31,48,CAR,12,0,1
0.4545,30,25,2017-11-04T22:00:00Z,2017020209,H,1,1,1,0,CAR,0,1.0,2,0,0,2,0.0,3,0,1,37,24,ARI,53,0,1
0.4905,27,26,2018-02-24T19:00:00Z,2017020947,H,1,1,5,0,COL,0,1.0,2,0,2,3,0.6666,1,0,0,29,29,CGY,20,0,1
0.5333,28,32,2017-12-28T00:00:00Z,2017020559,H,1,1,3,0,DET,0,1.0,2,0,0,2,0.0,5,0,0,32,32,NJD,1,0,1
0.5081,30,31,2017-12-03T00:00:00Z,2017020398,H,1,1,10,0,DET,0,1.0,2,0,1,2,0.5,1,0,0,23,34,MTL,8,0,1
0.6111,21,33,2017-11-12T00:00:00Z,2017020251,H,1,1,2,0,BUF,0,0.6666,2,1,1,1,1.0,3,0,0,35,29,MTL,8,0,1
0.5483,28,34,2017-12-31T00:00:00Z,2017020592,R,1,3,4,0,VAN,0,1.0,2,0,1,2,0.5,1,0,0,25,36,LAK,26,0,1
0.5849,22,31,2018-03-26T23:00:00Z,2017021171,H,1,1,4,0,OTT,0,1.0,2,0,0,2,0.0,2,0,0,20,30,CAR,12,0,1
0.4531,35,29,2018-02-18T00:00:00Z,2017020901,R,1,1,3,0,NSH,0,0.8,2,1,0,2,0.0,5,0,0,32,34,DET,17,0,1
0.6065,24,37,2018-01-13T00:00:00Z,2017020665,R,1,2,5,0,CBJ,0,0.5,2,1,2,3,0.6666,2,0,0,29,29,VAN,23,0,1
0.48,26,24,2018-02-28T00:00:00Z,2017020973,H,1,3,8,0,STL,0,0.8333,2,1,2,6,0.3333,6,0,0,25,33,MIN,30,0,1
0.5423,27,32,2017-12-03T01:00:00Z,2017020406,H,1,2,2,0,CHI,0,1.0,2,0,1,5,0.2,3,0,1,34,35,DAL,25,0,1
0.5967,25,37,2018-03-28T23:00:00Z,2017021189,R,1,2,3,0,VGK,0,0.6,2,2,0,3,0.0,5,0,0,29,32,ARI,53,0,1
0.509,27,28,2017-10-09T19:00:00Z,2017020034,R,1,2,6,0,BUF,0,0.75,2,1,0,4,0.0,4,0,0,25,31,NJD,1,0,1
0.3333,42,21,2018-03-07T00:00:00Z,2017021020,H,1,5,6,0,DET,0,0.8,2,1,2,4,0.5,5,0,0,35,37,BOS,6,0,1
0.4237,34,25,2017-11-26T00:00:00Z,2017020348,R,1,2,4,0,TOR,0,1.0,2,0,1,3,0.3333,1,0,0,29,21,WSH,15,0,1
0.4509,28,23,2017-12-28T00:00:00Z,2017020558,H,1,1,5,0,OTT,0,1.0,2,0,0,2,0.0,1,0,0,26,23,BOS,6,0,1
0.5428,32,38,2017-12-05T00:00:00Z,2017020414,H,1,3,5,0,BOS,0,0.6666,2,1,0,2,0.0,3,0,0,40,25,NSH,18,0,1
0.4716,28,25,2018-04-05T23:00:00Z,2017021249,H,1,3,4,0,VGK,0,1.0,2,0,1,3,0.3333,2,0,0,33,33,EDM,22,0,1
0.5079,31,32,2017-11-02T23:00:00Z,2017020186,H,1,1,2,0,VGK,0,1.0,2,0,0,1,0.0,3,0,0,29,28,BOS,6,0,1
0.4923,33,32,2017-10-26T23:00:00Z,2017020146,H,1,4,6,0,NYI,0,1.0,2,0,0,3,0.0,5,0,0,33,33,MIN,30,0,1
0.4285,32,24,2018-01-20T00:30:00Z,2017020706,R,1,2,3,0,WSH,0,0.6666,2,1,1,4,0.25,3,0,0,26,26,MTL,8,0,1
0.5438,26,31,2017-12-31T00:00:00Z,2017020590,H,1,2,3,0,CAR,0,1.0,2,0,0,2,0.0,2,0,0,25,29,STL,19,0,1
0.4901,26,25,2017-12-29T00:00:00Z,2017020574,R,1,2,3,0,LAK,0,1.0,2,0,0,5,0.0,1,0,0,28,39,VGK,54,0,1
0.4166,42,30,2018-03-11T21:00:00Z,2017021060,R,1,2,5,0,CGY,0,1.0,2,0,0,1,0.0,4,0,0,52,27,NYI,2,0,1
0.4915,30,29,2017-10-17T23:00:00Z,2017020082,R,1,4,5,0,NYR,0,0.6666,2,2,1,3,0.3333,6,0,0,32,33,PIT,5,0,1
0.4929,36,35,2018-03-28T23:30:00Z,2017021186,H,1,3,4,0,FLA,0,1.0,2,0,0,1,0.0,3,0,0,33,35,TOR,10,0,1
0.5942,28,41,2018-01-12T00:00:00Z,2017020662,H,1,1,3,0,CBJ,0,0.0,2,1,0,0,0.0,1,0,0,45,29,BUF,7,0,1
0.362,37,21,2018-02-17T00:30:00Z,2017020891,R,1,0,3,0,CAR,0,1.0,2,0,0,0,0.0,2,0,0,45,22,NYI,2,0,1
0.4647,38,33,2018-03-29T23:00:00Z,2017021191,R,1,3,6,0,BUF,0,0.75,2,1,0,5,0.0,4,0,0,32,32,DET,17,0,1
0.4677,33,29,2017-11-29T00:00:00Z,2017020374,R,1,1,4,0,CGY,0,1.0,2,0,0,2,0.0,3,0,0,20,30,TOR,10,0,1
0.4852,35,33,2018-01-05T00:00:00Z,2017020617,H,1,2,2,0,SJS,0,1.0,2,0,1,4,0.25,5,0,1,35,28,TOR,10,0,1
0.4827,30,28,2017-10-20T23:00:00Z,2017020108,H,1,3,4,0,MIN,0,0.0,2,1,2,3,0.6666,1,0,0,27,30,WPG,52,0,1
0.3846,40,25,2017-12-16T00:00:00Z,2017020491,R,1,4,5,0,BUF,0,1.0,2,0,0,2,0.0,2,0,0,41,34,CAR,12,0,1
0.5974,31,46,2017-10-07T23:00:00Z,2017020016,H,1,5,8,0,NYR,0,0.3333,2,2,3,6,0.5,3,0,0,35,41,TOR,10,0,1
0.3461,34,18,2017-11-12T00:00:00Z,2017020256,R,1,3,4,0,CAR,0,1.0,2,0,0,4,0.0,3,0,0,38,30,CHI,16,0,1
0.5588,30,38,2017-11-15T00:00:00Z,2017020270,H,1,3,6,0,WSH,0,0.6666,2,1,1,5,0.2,3,0,0,29,31,NSH,18,0,1
0.5066,37,38,2018-03-15T23:00:00Z,2017021090,R,1,2,3,0,ARI,0,1.0,2,0,0,3,0.0,5,0,0,34,29,NSH,18,0,1
0.4791,25,23,2017-12-06T00:30:00Z,2017020418,R,1,3,4,0,MTL,0,1.0,2,0,0,3,0.0,1,0,0,25,30,STL,19,0,1
0.4531,35,29,2017-12-30T00:00:00Z,2017020586,H,1,1,2,0,CGY,0,1.0,2,0,1,6,0.1666,3,0,0,23,41,ANA,24,0,1
0.5671,29,38,2018-03-04T01:00:00Z,2017021005,H,1,2,5,0,TOR,0,1.0,2,0,2,2,1.0,2,0,0,29,34,WSH,15,0,1
0.4918,31,30,2018-02-02T00:00:00Z,2017020776,H,1,1,3,0,STL,0,1.0,2,0,1,1,1.0,1,0,0,33,46,BOS,6,0,1
0.5468,29,35,2017-10-30T23:30:00Z,2017020177,H,1,2,3,0,TOR,0,0.0,2,0,1,4,0.25,0,0,0,18,39,SJS,28,0,1
0.629,23,39,2018-03-23T23:00:00Z,2017021149,H,1,2,3,0,ANA,0,0.5,2,1,0,2,0.0,2,0,0,18,42,WPG,52,0,1
0.4166,28,20,2018-03-15T23:00:00Z,2017021085,R,1,3,5,0,PHI,0,0.6666,2,1,0,1,0.0,3,0,0,30,29,CBJ,29,0,1
0.5636,24,31,2018-03-03T22:00:00Z,2017021004,R,1,3,2,0,PIT,1,0.5,1,1,0,2,0.0,2,0,0,50,27,NYI,2,0,0
0.459,33,28,2017-10-19T23:00:00Z,2017020096,H,1,3,3,0,NYI,1,0.6666,1,1,0,1,0.0,3,1,0,38,41,NYR,3,0,0
0.5507,31,38,2017-12-05T00:30:00Z,2017020413,H,1,4,4,0,NYI,1,1.0,1,0,2,4,0.5,2,1,0,32,43,FLA,13,0,0
0.5694,31,41,2017-10-30T23:00:00Z,2017020171,H,1,4,3,0,ARI,1,0.6666,1,1,1,1,1.0,3,0,0,34,31,PHI,4,0,0
0.5,31,31,2018-02-06T00:00:00Z,2017020809,H,1,5,4,0,NSH,1,1.0,1,0,1,4,0.25,3,0,0,47,28,NYI,2,0,0
0.5,33,33,2017-11-11T00:00:00Z,2017020243,R,1,3,2,0,TOR,1,0.8,1,1,1,4,0.25,5,0,0,33,35,BOS,6,0,0
0.4754,32,29,2018-02-10T23:00:00Z,2017020850,H,1,3,3,0,PHI,1,0.5,1,2,0,2,0.0,4,1,0,43,27,ARI,53,0,0
0.5645,27,35,2018-02-23T00:30:00Z,2017020935,H,1,3,2,0,BUF,1,0.6666,1,1,1,3,0.3333,3,0,0,30,37,DET,17,0,0
0.4716,28,25,2018-01-05T00:00:00Z,2017020627,R,1,3,2,0,ARI,1,0.5,1,1,0,2,0.0,2,0,0,25,39,NSH,18,0,0
0.4393,37,29,2017-12-08T00:30:00Z,2017020437,R,1,4,3,0,LAK,1,1.0,1,0,1,4,0.25,1,0,0,38,40,OTT,9,0,0
0.5194,37,40,2017-11-29T00:00:00Z,2017020375,R,1,3,2,0,EDM,1,1.0,1,0,1,2,0.5,3,0,0,27,31,ARI,53,0,0
0.4637,37,32,2018-02-11T00:00:00Z,2017020845,H,1,2,2,0,NSH,1,1.0,1,0,0,3,0.0,3,1,0,32,49,MTL,8,0,0
0.6,26,39,2018-01-24T00:00:00Z,2017020737,H,1,4,3,0,TBL,1,1.0,1,0,2,3,0.6666,2,0,0,31,33,NSH,18,0,0
0.4655,31,27,2018-01-24T00:30:00Z,2017020743,H,1,5,4,0,WPG,1,0.6666,1,1,1,3,0.3333,3,0,0,23,33,SJS,28,0,0
0.4776,35,32,2017-12-03T00:00:00Z,2017020404,R,1,2,2,0,NSH,1,0.5,1,2,1,2,0.5,4,1,0,35,35,ANA,24,0,0
0.5156,31,33,2018-01-08T00:30:00Z,2017020650,R,1,6,5,0,PIT,1,0.3333,1,2,0,2,0.0,3,0,0,35,25,BOS,6,0,0
0.6111,21,33,2017-12-02T22:00:00Z,2017020397,R,1,2,1,0,MIN,1,1.0,1,0,1,5,0.2,3,0,0,25,42,STL,19,0,0
0.3943,43,28,2017-12-03T22:00:00Z,2017020411,R,1,3,2,0,VGK,1,0.0,1,0,1,1,1.0,0,0,0,45,33,ARI,53,0,0
0.6,26,39,2017-11-04T23:00:00Z,2017020204,H,1,4,4,0,COL,1,0.3333,1,2,1,6,0.1666,3,1,0,27,37,PHI,4,0,0
0.4193,36,26,2018-01-19T00:00:00Z,2017020695,R,1,4,3,0,NJD,1,1.0,1,0,0,5,0.0,3,0,0,32,19,WSH,15,0,0
0.4375,36,28,2018-01-19T00:00:00Z,2017020698,R,1,3,2,0,PHI,1,1.0,1,0,0,2,0.0,2,0,0,37,31,TOR,10,0,0
0.5581,19,24,2018-02-09T00:30:00Z,2017020829,R,1,4,3,0,OTT,1,1.0,1,0,0,2,0.0,2,0,0,36,38,NSH,18,0,0
0.4769,34,31,2017-12-13T00:00:00Z,2017020474,H,1,2,2,0,CAR,1,1.0,1,0,0,2,0.0,3,1,0,37,24,VGK,54,0,0
0.3684,48,28,2018-01-06T00:30:00Z,2017020629,R,1,6,5,0,OTT,1,0.5,1,1,2,3,0.6666,2,0,0,43,35,SJS,28,0,0
0.5322,29,33,2018-02-01T01:00:00Z,2017020774,R,1,1,1,0,DET,1,1.0,1,0,0,2,0.0,3,1,0,44,31,SJS,28,0,0
0.6111,28,44,2017-10-19T23:30:00Z,2017020099,H,1,5,4,0,NJD,1,1.0,1,0,2,6,0.3333,4,0,0,46,33,OTT,9,0,0
0.4558,37,31,2018-01-07T18:00:00Z,2017020642,R,1,4,4,0,NYI,1,0.6666,1,1,0,5,0.0,3,1,0,38,46,NJD,1,0,0
0.45,33,27,2017-11-02T23:00:00Z,2017020195,R,1,2,1,0,CGY,1,0.75,1,1,0,1,0.0,4,0,0,34,44,PIT,5,0,0
0.5147,33,35,2018-01-05T00:00:00Z,2017020617,R,1,2,2,0,TOR,1,0.75,1,1,0,5,0.0,4,1,0,28,35,SJS,28,0,0
0.5,25,25,2018-03-01T00:00:00Z,2017020979,H,1,2,1,0,BUF,1,0.75,1,1,0,1,0.0,4,0,0,34,22,TBL,14,0,0
0.5106,23,24,2017-12-09T00:00:00Z,2017020443,H,1,3,2,0,MIN,1,1.0,1,0,0,3,0.0,2,0,0,31,28,ANA,24,0,0
0.5098,25,26,2018-02-02T00:00:00Z,2017020785,H,1,4,3,0,COL,1,0.0,1,1,0,3,0.0,1,0,0,31,32,EDM,22,0,0
0.5151,32,34,2017-11-26T00:00:00Z,2017020351,H,1,4,3,0,NJD,1,0.6666,1,1,0,2,0.0,3,0,0,32,34,DET,17,0,0
0.6363,24,42,2017-11-19T23:00:00Z,2017020306,H,1,4,3,0,COL,1,0.8333,1,1,1,3,0.3333,6,0,0,37,24,DET,17,0,0
0.5172,28,30,2018-02-28T00:00:00Z,2017020969,R,1,4,3,0,BOS,1,1.0,1,0,2,3,0.6666,2,0,0,32,32,CAR,12,0,0
0.4202,40,29,2017-11-10T00:00:00Z,2017020238,R,1,2,2,0,STL,1,1.0,1,0,1,3,0.3333,3,1,0,38,29,ARI,53,0,0
0.5272,26,29,2018-03-20T23:00:00Z,2017021128,R,1,2,1,0,WPG,1,1.0,1,0,0,2,0.0,4,0,0,38,17,LAK,26,0,0
0.4492,38,31,2017-11-17T00:00:00Z,2017020278,R,1,1,0,0,TOR,1,1.0,1,0,0,3,0.0,2,0,0,25,42,NJD,1,0,0
0.5,28,28,2017-12-09T00:30:00Z,2017020442,R,1,3,2,0,CHI,1,0.75,1,1,1,3,0.3333,4,0,0,51,28,BUF,7,0,0
0.5466,34,41,2017-10-24T23:00:00Z,2017020132,H,1,2,2,0,CGY,1,1.0,1,0,2,3,0.6666,4,1,0,32,30,NSH,18,0,0
0.5,32,32,2018-02-02T00:00:00Z,2017020783,H,1,3,2,0,VGK,1,0.5,1,1,0,3,0.0,2,0,0,31,28,WPG,52,0,0
0.5142,34,36,2017-10-28T23:00:00Z,2017020156,H,1,2,1,0,LAK,1,1.0,1,0,0,2,0.0,2,0,0,30,30,BOS,6,0,0
0.4905,27,26,2017-12-15T00:30:00Z,2017020482,R,1,2,1,0,MTL,1,1.0,1,0,0,3,0.0,3,0,0,36,32,NJD,1,0,0
0.5081,30,31,2018-02-27T00:30:00Z,2017020968,R,1,3,2,0,LAK,1,0.5,1,2,0,3,0.0,4,0,0,44,39,VGK,54,0,0
0.4259,31,23,2018-03-09T00:30:00Z,2017021035,H,1,3,3,0,BUF,1,1.0,1,0,0,4,0.0,3,1,0,34,40,OTT,9,0,0
0.5294,32,36,2018-02-26T00:30:00Z,2017020960,H,1,3,2,0,DET,1,1.0,1,0,1,2,0.5,3,0,0,34,38,NYR,3,0,0
0.4714,37,33,2017-11-10T00:00:00Z,2017020235,H,1,3,2,0,EDM,1,1.0,1,0,0,4,0.0,2,0,0,32,34,NJD,1,0,0
0.3725,32,19,2017-12-28T01:00:00Z,2017020561,R,1,0,0,0,NYR,1,1.0,1,0,0,2,0.0,3,1,0,37,30,WSH,15,0,0
0.6153,20,32,2017-10-29T21:00:00Z,2017020167,H,1,3,3,0,ANA,1,0.0,1,0,1,3,0.3333,0,1,0,25,37,CAR,12,0,0
0.4423,29,23,2017-12-13T00:00:00Z,2017020472,R,1,1,1,0,MIN,1,1.0,1,0,0,3,0.0,2,1,0,22,27,CGY,20,0,0
0.551,22,27,2017-11-29T00:00:00Z,2017020371,R,1,2,2,0,CBJ,1,1.0,1,0,0,1,0.0,1,1,0,38,31,CAR,12,0,0
0.5487,37,45,2017-10-28T23:00:00Z,2017020160,H,1,2,2,0,DET,1,1.0,1,0,1,6,0.1666,3,1,0,38,46,FLA,13,0,0
0.5961,21,31,2018-03-30T23:30:00Z,2017021205,R,1,4,3,0,VGK,1,1.0,1,0,0,2,0.0,1,0,0,26,24,STL,19,0,0
0.5555,28,35,2017-10-27T23:00:00Z,2017020151,R,1,2,1,0,CBJ,1,1.0,1,0,0,6,0.0,4,0,0,37,30,WPG,52,0,0
0.5,32,32,2017-11-15T00:30:00Z,2017020269,R,1,3,3,0,FLA,1,0.6,1,2,0,2,0.0,5,1,0,29,43,DAL,25,0,0
0.5072,34,35,2018-03-12T23:00:00Z,2017021065,R,1,3,2,0,WSH,1,0.75,1,1,0,3,0.0,4,0,0,43,28,WPG,52,0,0
0.5789,24,33,2017-12-28T00:00:00Z,2017020560,R,1,3,2,0,NYI,1,1.0,1,0,0,4,0.0,2,0,0,34,37,BUF,7,0,0
0.7169,15,38,2018-02-18T22:00:00Z,2017020907,H,1,3,2,0,NJD,1,0.6666,1,1,0,3,0.0,3,0,0,21,42,CAR,12,0,0
0.4655,31,27,2017-10-05T23:30:00Z,2017020008,H,1,4,4,0,WSH,1,1.0,1,0,0,5,0.0,1,1,0,28,32,OTT,9,0,0
0.3773,33,20,2017-10-24T23:00:00Z,2017020128,R,1,2,1,0,PIT,1,1.0,1,0,0,2,0.0,3,0,0,44,30,EDM,22,0,0
0.4285,36,27,2017-12-08T00:30:00Z,2017020432,H,1,3,2,0,CGY,1,1.0,1,0,0,1,0.0,4,0,0,37,37,MTL,8,0,0
0.5797,29,40,2017-11-28T00:00:00Z,2017020363,R,1,5,4,0,PIT,1,0.8,1,1,1,4,0.25,5,0,0,52,32,PHI,4,0,0
0.387,38,24,2017-12-30T00:00:00Z,2017020576,H,1,4,3,0,BUF,1,0.6666,1,1,1,2,0.5,3,0,0,29,38,NJD,1,0,0
0.4347,39,30,2017-12-07T00:30:00Z,2017020426,R,1,1,1,0,TOR,1,1.0,1,0,1,2,0.5,4,1,0,29,48,CGY,20,0,0
0.3661,45,26,2018-01-07T00:00:00Z,2017020637,R,1,2,2,0,TOR,1,1.0,1,0,1,3,0.3333,4,1,0,36,36,VAN,23,0,0
0.5166,29,31,2017-11-04T23:00:00Z,2017020202,R,1,4,4,0,TBL,1,0.6666,1,1,0,4,0.0,3,1,0,36,34,CBJ,29,0,0
0.4363,31,24,2018-03-06T00:00:00Z,2017021019,R,1,4,3,0,VAN,1,1.0,1,0,1,4,0.25,1,0,0,23,34,NYI,2,0,0
0.5087,28,29,2018-01-09T00:00:00Z,2017020652,H,1,3,2,0,CBJ,1,1.0,1,0,1,2,0.5,3,0,0,33,37,TOR,10,0,0
0.5294,32,36,2017-10-11T23:30:00Z,2017020050,H,1,4,3,0,CGY,1,0.8333,1,1,0,5,0.0,6,0,0,37,45,LAK,26,0,0
0.4218,37,27,2018-03-11T00:00:00Z,2017021056,R,1,3,3,0,FLA,1,0.5,1,1,0,1,0.0,2,1,0,35,37,NYR,3,0,0
0.48,39,36,2018-03-14T23:00:00Z,2017021078,R,1,5,5,0,TOR,1,0.0,1,1,0,1,0.0,1,1,0,33,35,DAL,25,0,0
0.5468,29,35,2017-11-04T23:00:00Z,2017020203,H,1,5,4,0,NYR,1,0.6666,1,1,0,2,0.0,3,0,0,44,34,FLA,13,0,0
0.4583,39,33,2017-11-17T00:00:00Z,2017020284,R,1,2,2,0,WPG,1,0.8571,1,1,1,5,0.2,7,1,0,33,32,PHI,4,0,0
0.5,32,32,2018-03-27T23:00:00Z,2017021181,R,1,1,1,0,NSH,1,1.0,1,0,0,2,0.0,4,1,0,29,23,MIN,30,0,0
0.6666,21,42,2018-03-07T00:00:00Z,2017021020,R,1,6,5,0,BOS,1,0.5,1,2,1,5,0.2,4,0,0,37,35,DET,17,0,0
0.5147,33,35,2018-01-25T00:00:00Z,2017020744,H,1,3,2,0,TOR,1,0.75,1,1,2,4,0.5,4,0,0,36,36,CHI,16,0,0
0.5,28,28,2018-03-15T00:00:00Z,2017021079,R,1,4,3,0,NYR,1,0.3333,1,2,0,3,0.0,3,0,0,33,40,PIT,5,0,0
0.3913,42,27,2017-12-24T00:00:00Z,2017020553,R,1,3,3,0,DAL,1,0.75,1,1,1,4,0.25,4,1,0,28,32,NSH,18,0,0
0.5211,34,37,2018-02-14T00:00:00Z,2017020867,H,1,4,4,0,NJD,1,1.0,1,0,1,5,0.2,3,1,0,36,35,PHI,4,0,0
0.5263,27,30,2018-01-03T00:00:00Z,2017020605,H,1,5,4,0,WSH,1,1.0,1,0,1,4,0.25,2,0,0,26,38,CAR,12,0,0
0.5686,22,29,2017-12-23T00:00:00Z,2017020542,R,1,3,2,0,ARI,1,0.5,1,1,0,2,0.0,2,0,0,27,17,WSH,15,0,0
0.5074,33,34,2018-01-25T01:00:00Z,2017020745,H,1,2,1,0,LAK,1,0.8,1,1,0,5,0.0,5,0,0,27,31,CGY,20,0,0
0.431,33,25,2018-03-29T23:00:00Z,2017021192,H,1,4,3,0,PIT,1,1.0,1,0,1,3,0.3333,2,0,0,35,31,NJD,1,0,0
0.5479,33,40,2017-12-09T00:00:00Z,2017020441,H,1,3,3,0,VGK,1,0.75,1,1,0,4,0.0,4,1,0,39,44,NSH,18,0,0
0.6153,25,40,2017-12-16T00:00:00Z,2017020491,H,1,5,4,0,CAR,1,1.0,1,0,0,2,0.0,2,0,0,34,41,BUF,7,0,0
0.45,33,27,2017-10-20T23:30:00Z,2017020106,H,1,4,3,0,WSH,1,0.6,1,2,1,5,0.2,5,0,0,41,37,DET,17,0,0
0.6,26,39,2018-01-04T00:30:00Z,2017020614,R,1,2,1,0,DET,1,1.0,1,0,0,1,0.0,1,0,0,35,34,OTT,9,0,0
0.4705,36,32,2017-12-12T00:30:00Z,2017020463,H,1,2,1,0,FLA,1,0.5,1,1,0,3,0.0,2,0,0,29,35,DET,17,0,0
0.574,23,31,2017-12-22T00:00:00Z,2017020530,R,1,3,3,0,NJD,1,0.75,1,1,0,3,0.0,4,1,0,48,28,NYR,3,0,0
0.4782,36,33,2018-01-03T00:00:00Z,2017020607,R,1,2,2,0,STL,1,1.0,1,0,1,2,0.5,4,1,0,29,26,NJD,1,0,0
0.5675,32,42,2017-12-22T00:00:00Z,2017020532,R,1,2,2,0,PIT,1,0.6,1,2,1,4,0.25,5,1,0,41,32,CBJ,29,0,0
0.5238,30,33,2017-12-10T23:00:00Z,2017020458,R,1,3,2,0,STL,1,1.0,1,0,1,4,0.25,3,0,0,45,24,BUF,7,0,0
0.4313,29,22,2017-11-24T20:00:00Z,2017020336,R,1,2,2,0,MIN,1,0.5,1,1,0,3,0.0,2,1,0,27,30,COL,21,0,0
0.3888,33,21,2017-11-12T00:00:00Z,2017020251,R,1,2,1,0,MTL,1,0.0,1,1,1,3,0.3333,1,0,0,29,35,BUF,7,0,0
0.5081,30,31,2017-12-01T00:30:00Z,2017020385,H,1,4,3,0,DAL,1,1.0,1,0,1,7,0.1428,3,0,0,35,22,CHI,16,0,0
0.4333,34,26,2018-03-04T18:00:00Z,2017021009,H,1,4,3,0,NSH,1,0.6666,1,1,1,4,0.25,3,0,0,31,25,COL,21,0,0
0.5294,24,27,2018-03-24T17:00:00Z,2017021151,R,1,1,1,0,COL,1,0.75,1,1,0,1,0.0,4,1,0,30,40,VGK,54,0,0
0.523,31,34,2018-03-07T00:30:00Z,2017021024,R,1,5,4,0,TBL,1,0.0,1,0,1,2,0.5,0,0,0,33,49,FLA,13,0,0
0.4769,34,31,2018-03-17T23:00:00Z,2017021105,R,1,4,3,0,STL,1,0.6666,1,1,1,2,0.5,3,0,0,33,20,NYR,3,0,0
0.5084,29,30,2018-03-19T23:00:00Z,2017021119,H,1,4,3,0,LAK,1,0.5,1,1,0,1,0.0,2,0,0,30,27,MIN,30,0,0
0.4615,35,30,2017-10-17T23:30:00Z,2017020081,R,1,4,4,0,NJD,1,0.5,1,2,1,5,0.2,4,1,0,34,37,TBL,14,0,0
0.5625,28,36,2018-02-07T00:00:00Z,2017020812,H,1,4,3,0,ANA,1,0.6666,1,1,1,2,0.5,3,0,0,33,33,BUF,7,0,0
