faceoffWinPctg,faceoffsLost,faceoffsWon,gameDate,gameId,gameLocationCode,gamesPlayed,goalsAgainst,goalsFor,losses,opponentTeamAbbrev,otLosses,penaltyKillPctg,points,ppGoalsAgainst,ppGoalsFor,ppOpportunities,ppPctg,shNumTimes,shootoutGamesLost,shootoutGamesWon,shotsAgainst,shotsFor,teamAbbrev,teamId,ties,wins
0.5454,35,42,2017-11-25T00:00:00Z,2017020341,H,1,1,2,0,DET,0,0.75,2,1,0,2,0.0,4,0,0,41,31,NYR,3,0,1
0.431,33,25,2018-02-16T00:30:00Z,2017020886,R,1,2,3,0,CHI,0,0.8,2,1,0,2,0.0,5,0,0,44,32,ANA,24,0,1
0.5223,32,35,2018-02-25T22:00:00Z,2017020962,R,1,5,5,0,ANA,0,0.6666,2,1,0,2,0.0,3,0,1,46,42,EDM,22,0,1
0.5714,30,40,2017-10-05T23:00:00Z,2017020011,H,1,4,5,0,ARI,0,0.5,2,2,0,4,0.0,4,0,0,30,41,ANA,24,0,1
0.4915,30,29,2018-02-11T20:00:00Z,2017020852,R,1,4,5,0,WSH,0,0.3333,2,2,0,3,0.0,3,0,0,27,29,DET,17,0,1
0.5945,30,44,2018-01-19T00:00:00Z,2017020702,H,1,2,2,0,ARI,0,1.0,2,0,0,3,0.0,2,0,1,29,39,NSH,18,0,1
0.5396,29,34,2017-10-11T23:00:00Z,2017020049,H,1,2,3,0,NYI,0,1.0,2,0,0,4,0.0,5,0,0,41,30,ANA,24,0,1
0.4745,31,28,2018-01-19T00:00:00Z,2017020699,H,1,1,1,0,DAL,0,1.0,2,0,0,2,0.0,4,0,1,36,26,CBJ,29,0,1
0.5925,22,32,2018-01-24T00:00:00Z,2017020736,H,1,0,3,0,OTT,0,1.0,2,0,0,3,0.0,4,0,0,25,41,STL,19,0,1
0.5238,30,33,2017-12-20T00:00:00Z,2017020525,H,1,3,4,0,TBL,0,0.5,2,2,4,5,0.8,4,0,0,38,36,VGK,54,0,1
0.4107,33,23,2018-02-17T18:00:00Z,2017020896,R,1,2,2,0,MIN,0,1.0,2,0,1,3,0.3333,3,0,1,38,31,ANA,24,0,1
0.4761,33,30,2017-11-17T00:30:00Z,2017020281,R,1,1,3,0,OTT,0,1.0,2,0,0,2,0.0,3,0,0,22,29,PIT,5,0,1
0.5849,22,31,2018-03-30T23:00:00Z,2017021202,R,1,1,4,0,WSH,0,1.0,2,0,0,1,0.0,2,0,0,21,30,CAR,12,0,1
0.4363,31,24,2018-03-03T22:00:00Z,2017021004,H,1,2,3,0,NYI,0,1.0,2,0,1,2,0.5,2,0,0,27,50,PIT,5,0,1
0.4642,30,26,2018-03-10T00:00:00Z,2017021047,R,1,2,5,0,VAN,0,1.0,2,0,0,2,0.0,1,0,0,32,36,MIN,30,0,1
0.4461,36,29,2017-10-07T23:00:00Z,2017020017,R,1,1,1,0,OTT,0,1.0,2,0,0,4,0.0,7,0,1,38,30,DET,17,0,1
0.4893,24,23,2017-12-09T00:00:00Z,2017020443,R,1,2,3,0,ANA,0,1.0,2,0,0,2,0.0,3,0,0,28,31,MIN,30,0,1
0.6507,22,41,2017-11-28T00:00:00Z,2017020362,R,1,2,3,0,NJD,0,1.0,2,0,0,3,0.0,2,0,0,25,38,FLA,13,0,1
0.3773,33,20,2018-03-08T00:30:00Z,2017021029,R,1,1,5,0,BUF,0,1.0,2,0,1,2,0.5,3,0,0,26,41,CGY,20,0,1
0.5,28,28,2018-03-23T23:00:00Z,2017021146,R,1,0,3,0,BUF,0,1.0,2,0,0,2,0.0,2,0,0,35,24,MTL,8,0,1
0.5671,29,38,2017-12-14T00:00:00Z,2017020478,R,1,1,7,0,VAN,0,0.75,2,1,1,4,0.25,4,0,0,26,48,NSH,18,0,1
0.3728,37,22,2018-02-16T00:00:00Z,2017020888,H,1,1,4,0,EDM,0,1.0,2,0,1,2,0.5,1,0,0,29,28,VGK,54,0,1
0.5892,23,33,2018-03-19T23:30:00Z,2017021118,R,1,0,2,0,MTL,0,1.0,2,0,0,2,0.0,5,0,0,28,40,FLA,13,0,1
0.5409,28,33,2018-03-06T00:00:00Z,2017021018,H,1,3,4,0,ARI,0,1.0,2,0,1,4,0.25,3,0,0,35,36,EDM,22,0,1
0.4561,31,26,2017-10-05T23:30:00Z,2017020009,H,1,2,4,0,MIN,0,1.0,2,0,2,5,0.4,4,0,0,39,31,DET,17,0,1
0.5094,26,27,2017-12-15T00:30:00Z,2017020482,H,1,1,2,0,NJD,0,1.0,2,0,0,3,0.0,3,0,0,32,36,MTL,8,0,1
0.5,28,28,2018-02-11T19:00:00Z,2017020854,R,1,1,3,0,WPG,0,1.0,2,0,0,4,0.0,4,0,0,38,28,NYR,3,0,1
0.5074,33,34,2017-11-15T00:30:00Z,2017020274,R,1,2,3,0,LAK,0,0.8,2,1,2,3,0.6666,5,0,0,32,27,VAN,23,0,1
0.5737,26,35,2017-11-23T00:00:00Z,2017020330,H,1,0,3,0,DAL,0,1.0,2,0,0,3,0.0,2,0,0,28,32,COL,21,0,1
0.6296,20,34,2017-12-09T00:00:00Z,2017020440,H,1,2,4,0,NYR,0,1.0,2,0,0,4,0.0,3,0,0,29,40,WSH,15,0,1
0.5645,27,35,2018-03-03T23:00:00Z,2017021006,H,1,1,2,0,OTT,0,1.0,2,0,0,3,0.0,2,0,0,24,27,ARI,53,0,1
0.5166,29,31,2018-02-28T00:30:00Z,2017020977,H,1,2,5,0,EDM,0,1.0,2,0,0,3,0.0,2,0,0,26,37,SJS,28,0,1
0.5423,27,32,2018-01-21T00:00:00Z,2017020715,R,1,2,5,0,STL,0,0.3333,2,2,1,3,0.3333,3,0,0,27,44,ARI,53,0,1
0.4,45,30,2018-01-11T00:30:00Z,2017020660,R,1,3,4,0,TOR,0,1.0,2,0,0,1,0.0,3,0,0,48,32,OTT,9,0,1
0.4509,28,23,2017-11-04T23:00:00Z,2017020207,H,1,1,5,0,BUF,0,1.0,2,0,1,1,1.0,4,0,0,28,22,DAL,25,0,1
0.4912,29,28,2018-01-09T00:00:00Z,2017020652,R,1,2,3,0,TOR,0,0.5,2,1,0,3,0.0,2,0,0,37,33,CBJ,29,0,1
0.5272,26,29,2018-03-17T22:00:00Z,2017021106,R,1,1,3,0,ARI,0,1.0,2,0,1,5,0.2,2,0,0,31,33,MIN,30,0,1
0.6,16,24,2018-02-09T00:00:00Z,2017020826,H,1,3,4,0,NYI,0,0.6666,2,1,1,2,0.5,3,0,0,29,22,BUF,7,0,1
0.4705,36,32,2018-02-26T00:30:00Z,2017020960,R,1,2,3,0,NYR,0,0.5,2,1,0,3,0.0,2,0,0,38,34,DET,17,0,1
0.4629,29,25,2017-12-10T00:00:00Z,2017020447,H,1,3,4,0,WPG,0,1.0,2,0,1,3,0.3333,1,0,0,20,28,TBL,14,0,1
0.5205,35,38,2017-10-05T23:00:00Z,2017020012,H,1,0,2,0,PHI,0,1.0,2,0,0,5,0.0,5,0,0,35,27,LAK,26,0,1
0.5535,25,31,2018-03-29T23:00:00Z,2017021197,R,1,1,5,0,CGY,0,1.0,2,0,1,3,0.3333,2,0,0,38,28,CBJ,29,0,1
0.4821,29,27,2018-03-17T23:00:00Z,2017021103,R,1,2,4,0,CAR,0,1.0,2,0,0,2,0.0,3,0,0,25,27,PHI,4,0,1
0.54,23,27,2018-04-01T00:00:00Z,2017021216,H,1,2,3,0,EDM,0,1.0,2,0,0,3,0.0,5,0,0,36,20,CGY,20,0,1
0.5185,26,28,2018-02-07T00:00:00Z,2017020815,R,1,2,3,0,CBJ,0,1.0,2,0,1,1,1.0,3,0,0,39,25,WSH,15,0,1
0.5,28,28,2017-12-22T00:00:00Z,2017020536,H,1,2,3,0,STL,0,1.0,2,0,0,3,0.0,1,0,0,36,35,EDM,22,0,1
0.421,33,24,2017-12-28T00:00:00Z,2017020560,H,1,2,3,0,BUF,0,1.0,2,0,0,2,0.0,4,0,0,37,34,NYI,2,0,1
0.5777,19,26,2018-02-04T17:30:00Z,2017020805,R,1,3,4,0,WSH,0,1.0,2,0,1,1,1.0,2,0,0,23,31,VGK,54,0,1
0.5166,29,31,2017-11-15T00:00:00Z,2017020272,H,1,1,4,0,ARI,0,1.0,2,0,0,3,0.0,5,0,0,34,30,WPG,52,0,1
0.5862,24,34,2017-12-30T00:30:00Z,2017020577,H,1,4,5,0,CBJ,0,0.8,2,1,0,1,0.0,5,0,0,25,28,OTT,9,0,1
0.459,33,28,2018-01-21T23:00:00Z,2017020724,R,1,2,6,0,ANA,0,0.6666,2,1,2,5,0.4,3,0,0,35,26,SJS,28,0,1
0.5,32,32,2017-10-09T23:30:00Z,2017020036,H,1,3,4,0,WSH,0,0.5,2,2,1,5,0.2,4,0,0,26,40,TBL,14,0,1
0.4354,35,27,2017-10-24T23:30:00Z,2017020131,R,1,2,2,0,OTT,0,1.0,2,0,0,2,0.0,1,0,1,30,43,LAK,26,0,1
0.4925,34,33,2017-10-10T23:30:00Z,2017020041,R,1,1,3,0,MTL,0,1.0,2,0,1,2,0.5,5,0,0,42,25,CHI,16,0,1
0.4418,24,19,2018-02-09T00:30:00Z,2017020829,H,1,3,4,0,NSH,0,1.0,2,0,0,2,0.0,2,0,0,38,36,OTT,9,0,1
0.4833,31,29,2017-12-31T00:00:00Z,2017020587,R,1,0,5,0,OTT,0,1.0,2,0,3,4,0.75,1,0,0,25,34,BOS,6,0,1
0.4411,38,30,2017-10-07T23:00:00Z,2017020023,H,1,4,4,0,MIN,0,0.6666,2,1,1,5,0.2,3,0,1,27,42,CAR,12,0,1
0.5245,29,32,2017-11-10T00:00:00Z,2017020240,H,1,1,4,0,VAN,0,1.0,2,0,3,6,0.5,5,0,0,20,35,ANA,24,0,1
0.5,24,24,2018-04-01T22:00:00Z,2017021219,R,1,1,4,0,TBL,0,1.0,2,0,1,2,0.5,5,0,0,30,25,NSH,18,0,1
0.5074,33,34,2018-03-03T00:00:00Z,2017020996,R,1,1,3,0,CGY,0,1.0,2,0,0,3,0.0,3,0,0,51,27,NYR,3,0,1
0.4423,29,23,2017-12-15T00:00:00Z,2017020485,R,1,1,5,0,WPG,0,0.5,2,1,0,3,0.0,2,0,0,28,30,CHI,16,0,1
0.4788,37,34,2018-03-22T23:00:00Z,2017021138,H,1,5,6,0,ARI,0,0.6666,2,1,0,1,0.0,3,0,0,33,30,CAR,12,0,1
0.4655,31,27,2018-01-13T23:00:00Z,2017020674,H,1,1,4,0,WPG,0,0.5,2,1,1,4,0.25,2,0,0,33,41,MIN,30,0,1
0.4743,41,37,2017-10-21T22:00:00Z,2017020119,R,1,2,4,0,ARI,0,1.0,2,0,1,2,0.5,5,0,0,29,29,CHI,16,0,1
0.4687,34,30,2018-01-03T00:30:00Z,2017020609,R,1,1,2,0,DAL,0,0.0,2,0,0,1,0.0,0,0,0,22,26,CBJ,29,0,1
0.5438,26,31,2018-03-25T22:30:00Z,2017021166,R,1,1,2,0,MIN,0,1.0,2,0,0,2,0.0,2,0,0,25,28,BOS,6,0,1
0.5166,29,31,2018-01-07T00:30:00Z,2017020641,R,1,3,4,0,LAK,0,0.75,2,1,1,5,0.2,4,0,0,29,20,NSH,18,0,1
0.5517,26,32,2018-03-23T23:00:00Z,2017021148,H,1,1,4,0,VAN,0,1.0,2,0,0,3,0.0,3,0,0,20,25,STL,19,0,1
0.5781,27,37,2018-01-14T00:30:00Z,2017020678,H,1,5,6,0,ARI,0,1.0,2,0,1,1,1.0,1,0,0,21,44,SJS,28,0,1
0.4333,34,26,2017-11-26T00:00:00Z,2017020349,H,1,0,3,0,BUF,0,1.0,2,0,1,2,0.5,2,0,0,36,26,MTL,8,0,1
0.4615,28,24,2017-12-31T00:00:00Z,2017020591,H,1,0,3,0,MIN,0,1.0,2,0,1,5,0.2,3,0,0,29,29,NSH,18,0,1
0.5932,24,35,2018-02-11T00:00:00Z,2017020851,H,1,4,6,0,EDM,0,1.0,2,0,0,1,0.0,3,0,0,31,30,SJS,28,0,1
0.4852,35,33,2018-02-25T00:00:00Z,2017020950,H,1,1,3,0,CAR,0,1.0,2,0,1,4,0.25,4,0,0,29,22,DET,17,0,1
0.4705,27,24,2017-11-18T00:30:00Z,2017020291,H,1,1,3,0,BUF,0,1.0,2,0,0,5,0.0,2,0,0,20,33,DET,17,0,1
0.4565,25,21,2017-11-23T00:00:00Z,2017020327,H,1,0,1,0,CGY,0,1.0,2,0,0,2,0.0,1,0,0,22,41,CBJ,29,0,1
0.5538,29,36,2018-04-05T23:00:00Z,2017021244,R,1,3,4,0,WSH,0,0.6,2,2,2,2,1.0,5,0,0,32,29,NSH,18,0,1
0.5072,34,35,2018-01-10T00:30:00Z,2017020655,R,1,2,8,0,OTT,0,1.0,2,0,4,6,0.6666,4,0,0,27,43,CHI,16,0,1
0.5,32,32,2018-01-24T00:30:00Z,2017020738,H,1,1,6,0,FLA,0,0.8333,2,1,2,6,0.3333,6,0,0,34,39,DAL,25,0,1
0.6037,21,32,2018-01-26T00:00:00Z,2017020746,R,1,0,3,0,NJD,0,1.0,2,0,0,2,0.0,2,0,0,27,27,NSH,18,0,1
0.4153,38,27,2017-11-05T19:00:00Z,2017020213,R,1,0,4,0,EDM,0,1.0,2,0,1,2,0.5,2,0,0,36,35,DET,17,0,1
0.5322,29,33,2017-11-25T00:00:00Z,2017020344,R,1,0,2,0,STL,0,1.0,2,0,0,0,0.0,3,0,0,34,28,NSH,18,0,1
0.5344,27,31,2018-01-03T00:00:00Z,2017020608,H,1,1,5,0,FLA,0,1.0,2,0,0,1,0.0,2,0,0,26,41,MIN,30,0,1
0.5416,22,26,2017-11-25T00:00:00Z,2017020340,H,1,2,3,0,VAN,0,0.6666,2,1,1,3,0.3333,3,0,0,25,26,NJD,1,0,1
0.5675,32,42,2017-10-05T23:00:00Z,2017020005,H,1,3,4,0,NSH,0,0.7142,2,2,1,5,0.2,7,0,0,29,32,BOS,6,0,1
0.5652,30,39,2017-12-17T22:00:00Z,2017020510,H,1,2,5,0,FLA,0,0.6666,2,1,0,4,0.0,3,0,0,18,40,VGK,54,0,1
0.4647,38,33,2017-10-21T23:30:00Z,2017020121,H,1,2,3,0,STL,0,1.0,2,0,2,3,0.6666,4,0,0,49,22,VGK,54,0,1
0.4897,25,24,2017-12-17T01:00:00Z,2017020502,H,1,2,3,0,ANA,0,0.0,2,1,0,0,0.0,1,0,0,30,27,WSH,15,0,1
0.6268,25,42,2018-02-23T00:30:00Z,2017020940,R,1,0,2,0,LAK,0,1.0,2,0,0,1,0.0,2,0,0,18,28,DAL,25,0,1
0.4354,35,27,2017-12-29T00:00:00Z,2017020573,H,1,2,5,0,CHI,0,0.8,2,1,0,3,0.0,5,0,0,32,31,VAN,23,0,1
0.4923,33,32,2017-10-27T23:30:00Z,2017020152,R,1,1,2,0,CAR,0,1.0,2,0,0,0,0.0,1,0,0,27,34,STL,19,0,1
0.4727,29,26,2017-11-17T00:00:00Z,2017020286,R,1,1,4,0,EDM,0,0.6666,2,1,1,4,0.25,3,0,0,30,39,STL,19,0,1
0.5692,28,37,2018-03-06T00:30:00Z,2017021015,H,1,3,5,0,TOR,0,0.0,2,2,1,2,0.5,2,0,0,41,24,BUF,7,0,1
0.4339,30,23,2017-10-18T23:00:00Z,2017020093,H,1,2,5,0,CHI,0,0.7142,2,2,0,5,0.0,7,0,0,24,33,STL,19,0,1
0.4893,24,23,2018-02-25T16:00:00Z,2017020959,H,1,0,4,0,STL,0,1.0,2,0,1,2,0.5,5,0,0,27,39,NSH,18,0,1
0.6153,20,32,2017-11-02T23:00:00Z,2017020187,H,1,3,4,0,NYI,0,0.5,2,2,0,4,0.0,4,0,0,38,19,WSH,15,0,1
0.5344,27,31,2018-02-18T18:00:00Z,2017020906,R,1,2,4,0,COL,0,1.0,2,0,0,1,0.0,3,0,0,26,40,EDM,22,0,1
0.5769,22,30,2018-03-26T23:00:00Z,2017021175,H,1,1,4,0,COL,0,1.0,2,0,2,4,0.5,3,0,0,29,30,VGK,54,0,1
0.4153,38,27,2018-03-01T00:00:00Z,2017020982,R,1,5,6,0,VAN,0,0.6666,2,1,0,2,0.0,3,0,0,55,27,NYR,3,0,1
0.5,30,30,2018-02-21T00:00:00Z,2017020924,R,1,3,4,0,WPG,0,0.6,2,2,2,5,0.4,5,0,0,33,32,LAK,26,0,1
0.4482,32,26,2018-01-14T20:00:00Z,2017020680,R,1,1,4,0,CAR,0,0.8,2,1,1,2,0.5,5,0,0,39,30,CGY,20,0,1
0.6086,18,28,2018-01-31T00:00:00Z,2017020772,H,1,3,4,0,COL,0,0.75,2,1,1,4,0.25,4,0,0,30,26,VAN,23,0,1
0.5806,26,36,2017-11-18T18:00:00Z,2017020292,R,1,4,5,0,PHI,0,0.6666,2,1,3,5,0.6,3,0,0,39,31,CGY,20,0,1
0.5666,26,34,2018-03-04T18:00:00Z,2017021009,R,1,3,4,0,COL,0,0.75,2,1,1,3,0.3333,4,0,0,25,31,NSH,18,0,1
0.4754,32,29,2017-11-23T00:30:00Z,2017020328,H,1,2,3,0,CHI,0,0.75,2,1,1,6,0.1666,4,0,0,31,38,TBL,14,0,1
0.4444,35,28,2018-01-11T00:00:00Z,2017020661,R,1,1,2,0,CHI,0,1.0,2,0,0,3,0.0,3,0,0,35,27,MIN,30,0,1
0.5454,25,30,2018-04-02T23:00:00Z,2017021227,H,1,0,3,0,EDM,0,1.0,2,0,0,2,0.0,2,0,0,22,40,MIN,30,0,1
0.5,27,27,2017-10-09T17:00:00Z,2017020033,R,1,2,2,0,NYI,0,1.0,2,0,1,6,0.1666,6,0,1,42,35,STL,19,0,1
0.5769,22,30,2018-03-09T00:00:00Z,2017021039,H,1,2,4,0,ANA,0,1.0,2,0,0,1,0.0,2,0,0,33,28,NSH,18,0,1
0.4897,25,24,2017-10-26T23:30:00Z,2017020144,H,1,2,3,0,DET,0,0.8,2,1,2,6,0.3333,5,0,0,31,38,TBL,14,0,1
0.5217,33,36,2017-10-14T23:00:00Z,2017020069,H,1,1,3,0,COL,0,1.0,2,0,1,6,0.1666,4,0,0,23,36,DAL,25,0,1
0.5689,25,33,2018-01-31T00:00:00Z,2017020761,R,1,1,3,0,BOS,0,1.0,2,0,1,2,0.5,4,0,0,31,27,ANA,24,0,1
0.4769,34,31,2017-10-28T23:00:00Z,2017020157,R,1,2,4,0,TOR,0,1.0,2,0,1,1,1.0,3,0,0,30,30,PHI,4,0,1
0.4516,34,28,2017-11-12T00:00:00Z,2017020250,R,1,1,4,0,BOS,0,1.0,2,0,1,3,0.3333,4,0,0,39,25,TOR,10,0,1
0.5106,23,24,2018-01-23T00:00:00Z,2017020730,R,1,1,2,0,CGY,0,0.6666,2,1,0,3,0.0,3,0,0,33,33,BUF,7,0,1
0.48,26,24,2017-11-20T00:00:00Z,2017020307,H,1,0,3,0,OTT,0,1.0,2,0,0,3,0.0,3,0,0,20,27,NYR,3,0,1
0.523,31,34,2018-03-17T23:00:00Z,2017021105,H,1,3,4,0,NYR,0,0.5,2,1,1,3,0.3333,2,0,0,20,33,STL,19,0,1
0.5593,26,33,2018-02-12T00:00:00Z,2017020857,R,1,3,5,0,NJD,0,1.0,2,0,1,4,0.25,7,0,0,38,27,BOS,6,0,1
0.5671,29,38,2018-02-14T00:00:00Z,2017020871,H,1,3,4,0,STL,0,0.6666,2,1,0,3,0.0,3,0,0,31,33,NSH,18,0,1
0.3965,35,23,2017-11-07T00:30:00Z,2017020221,R,1,1,4,0,DAL,0,0.75,2,1,1,3,0.3333,4,0,0,34,26,WPG,52,0,1
0.4556,43,36,2018-04-03T23:00:00Z,2017021235,R,1,1,4,0,CGY,0,1.0,2,0,0,4,0.0,1,0,0,43,21,ARI,53,0,1
0.5362,32,37,2018-04-08T00:00:00Z,2017021269,H,1,2,2,0,VAN,0,1.0,2,0,1,2,0.5,4,0,1,38,33,EDM,22,0,1
0.4782,36,33,2018-01-15T18:00:00Z,2017020683,R,1,2,3,0,BOS,0,1.0,2,0,0,2,0.0,4,0,0,32,32,DAL,25,0,1
0.3636,35,20,2017-10-05T23:00:00Z,2017020007,R,1,2,4,0,NYR,0,0.6666,2,2,1,5,0.2,6,0,0,39,26,COL,21,0,1
0.4923,33,32,2017-11-29T00:00:00Z,2017020376,R,1,0,3,0,VGK,0,1.0,2,0,0,3,0.0,2,0,0,34,30,DAL,25,0,1
0.6491,20,37,2018-02-09T00:00:00Z,2017020828,H,1,3,5,0,MTL,0,0.6666,2,1,2,4,0.5,3,0,0,28,28,PHI,4,0,1
0.4,39,26,2017-11-04T23:00:00Z,2017020204,R,1,4,4,0,PHI,0,0.8333,2,1,2,3,0.6666,6,0,1,37,27,COL,21,0,1
0.5098,25,26,2017-11-02T23:00:00Z,2017020191,R,1,0,2,0,STL,0,1.0,2,0,0,2,0.0,2,0,0,33,23,PHI,4,0,1
0.5147,33,35,2018-01-03T00:00:00Z,2017020610,H,1,2,3,0,WPG,0,0.75,2,1,0,2,0.0,4,0,0,44,26,COL,21,0,1
0.4705,27,24,2018-04-01T16:30:00Z,2017021218,H,1,3,4,0,BOS,0,0.6666,2,1,0,2,0.0,3,0,0,39,24,PHI,4,0,1
0.5081,30,31,2018-02-15T00:00:00Z,2017020878,R,1,3,4,0,VAN,0,0.8333,2,1,1,4,0.25,6,0,0,37,34,FLA,13,0,1
0.3768,43,26,2018-02-07T00:00:00Z,2017020819,R,1,2,6,0,STL,0,1.0,2,0,2,3,0.6666,3,0,0,37,20,MIN,30,0,1
0.3962,32,21,2018-03-04T20:00:00Z,2017021008,H,1,1,4,0,PHI,0,1.0,2,0,1,5,0.2,2,0,0,40,26,FLA,13,0,1
0.4915,30,29,2017-11-23T00:00:00Z,2017020320,R,1,2,6,0,DET,0,0.5,2,1,0,1,0.0,2,0,0,22,28,EDM,22,0,1
0.5538,29,36,2017-11-17T00:30:00Z,2017020280,R,1,4,5,0,MTL,0,1.0,2,0,2,5,0.4,4,0,0,37,32,ARI,53,0,1
0.3725,32,19,2018-01-20T18:00:00Z,2017020710,H,1,1,3,0,NYR,0,0.0,2,1,0,1,0.0,1,0,0,28,37,COL,21,0,1
0.5308,38,43,2018-03-02T00:00:00Z,2017020983,H,1,4,8,0,PIT,0,1.0,2,0,3,5,0.6,4,0,0,26,38,BOS,6,0,1
0.48,39,36,2017-12-30T00:30:00Z,2017020578,H,1,2,2,0,NYR,0,1.0,2,0,0,5,0.0,4,0,1,39,35,DET,17,0,1
0.4905,27,26,2018-04-04T23:00:00Z,2017021240,H,1,1,3,0,MIN,0,0.6666,2,1,0,3,0.0,3,0,0,27,30,ANA,24,0,1
0.5531,21,26,2018-03-13T23:00:00Z,2017021076,H,1,0,1,0,EDM,0,1.0,2,0,0,2,0.0,3,0,0,28,32,CGY,20,0,1
0.5925,22,32,2018-02-14T00:00:00Z,2017020872,H,1,2,3,0,NYR,0,0.5,2,2,0,1,0.0,4,0,0,34,29,MIN,30,0,1
0.5272,26,29,2018-02-14T00:00:00Z,2017020869,H,1,3,7,0,LAK,0,0.5,2,1,3,5,0.6,2,0,0,30,41,CAR,12,0,1
0.6301,27,46,2018-01-24T00:00:00Z,2017020740,H,1,2,6,0,LAK,0,0.8,2,1,3,7,0.4285,5,0,0,32,35,VAN,23,0,1
0.4827,30,28,2018-02-18T00:30:00Z,2017020902,H,1,1,7,0,WSH,0,1.0,2,0,1,4,0.25,2,0,0,20,44,CHI,16,0,1
0.5094,26,27,2018-01-22T00:30:00Z,2017020725,H,1,2,4,0,NYR,0,0.75,2,1,3,3,1.0,4,0,0,23,30,LAK,26,0,1
0.5087,28,29,2018-04-07T23:00:00Z,2017021260,R,1,3,4,0,DET,0,0.0,2,1,1,2,0.5,1,0,0,39,40,NYI,2,0,1
0.5714,27,36,2018-03-03T00:00:00Z,2017020999,H,1,2,4,0,CBJ,0,1.0,2,0,0,2,0.0,4,0,0,36,35,ANA,24,0,1
0.5211,34,37,2017-12-08T00:00:00Z,2017020430,H,1,1,6,0,ARI,0,0.0,2,0,1,4,0.25,0,0,0,21,32,BOS,6,0,1
0.4736,30,27,2018-03-04T23:00:00Z,2017021013,H,1,1,4,0,DET,0,1.0,2,0,1,3,0.3333,2,0,0,29,27,MIN,30,0,1
0.36,32,18,2018-02-24T23:00:00Z,2017020956,H,1,0,2,0,ANA,0,1.0,2,0,0,4,0.0,2,0,0,26,38,ARI,53,0,1
0.5714,24,32,2017-11-01T23:00:00Z,2017020183,R,1,0,2,0,VAN,0,1.0,2,0,0,1,0.0,4,0,0,37,26,NJD,1,0,1
0.4655,31,27,2018-03-27T23:30:00Z,2017021179,H,1,2,5,0,PIT,0,1.0,2,0,1,2,0.5,2,0,0,24,26,DET,17,0,1
0.4912,29,28,2018-02-23T00:30:00Z,2017020933,H,1,1,3,0,NYR,0,0.75,2,1,0,5,0.0,4,0,0,32,41,MTL,8,0,1
0.6031,25,38,2018-01-24T00:00:00Z,2017020742,H,1,3,6,0,NYR,0,0.6666,2,1,2,6,0.3333,3,0,0,44,31,ANA,24,0,1
0.5217,33,36,2018-03-03T18:00:00Z,2017021001,H,1,2,3,0,STL,0,1.0,2,0,0,1,0.0,4,0,0,37,34,DAL,25,0,1
0.5094,26,27,2017-12-22T00:30:00Z,2017020537,H,1,1,2,0,COL,0,1.0,2,0,0,3,0.0,2,0,0,32,27,LAK,26,0,1
0.5084,29,30,2018-02-25T00:00:00Z,2017020948,H,1,3,4,0,BOS,0,1.0,2,0,2,3,0.6666,2,0,0,23,36,TOR,10,0,1
0.5072,34,35,2017-10-07T23:00:00Z,2017020018,H,1,4,5,0,TBL,0,0.8333,2,1,1,4,0.25,6,0,0,30,48,FLA,13,0,1
0.6379,21,37,2018-02-17T00:00:00Z,2017020892,H,1,1,6,0,COL,0,1.0,2,0,2,5,0.4,5,0,0,31,28,WPG,52,0,1
0.5185,26,28,2017-10-19T23:00:00Z,2017020101,R,1,3,4,0,COL,0,0.5,2,1,0,2,0.0,2,0,0,41,28,STL,19,0,1
0.4406,33,26,2017-10-17T23:30:00Z,2017020085,R,1,0,3,0,OTT,0,1.0,2,0,1,2,0.5,3,0,0,32,24,VAN,23,0,1
0.4827,30,28,2018-03-15T23:00:00Z,2017021083,R,1,2,5,0,BUF,0,0.6,2,2,1,3,0.3333,5,0,0,40,39,TOR,10,0,1
0.4603,34,29,2017-11-26T00:00:00Z,2017020354,H,1,3,6,0,MIN,0,0.3333,2,2,3,8,0.375,3,0,0,25,40,STL,19,0,1
0.5344,27,31,2017-12-22T00:30:00Z,2017020533,H,1,3,3,0,OTT,0,0.6666,2,1,0,3,0.0,3,0,1,21,38,TBL,14,0,1
0.4264,39,29,2018-02-16T00:00:00Z,2017020885,R,1,2,5,0,MIN,0,0.8,2,1,0,2,0.0,5,0,0,34,27,WSH,15,0,1
0.415,31,22,2017-11-09T00:30:00Z,2017020232,H,1,2,4,0,MIN,0,0.75,2,1,0,2,0.0,4,0,0,37,19,TOR,10,0,1
0.5,33,33,2017-10-20T23:00:00Z,2017020104,R,1,2,4,0,BUF,0,1.0,2,0,0,4,0.0,3,0,0,22,41,VAN,23,0,1
0.5166,29,31,2018-02-23T00:00:00Z,2017020939,R,1,2,5,0,ARI,0,1.0,2,0,1,4,0.25,5,0,0,37,38,CGY,20,0,1
0.52,24,26,2018-02-18T23:00:00Z,2017020908,R,1,2,5,0,CBJ,0,1.0,2,0,0,0,0.0,2,0,0,37,23,PIT,5,0,1
0.4324,42,32,2017-12-22T00:00:00Z,2017020532,H,1,2,2,0,CBJ,0,0.75,2,1,2,5,0.4,4,0,1,32,41,PIT,5,0,1
0.4915,30,29,2017-11-16T00:00:00Z,2017020277,H,1,2,4,0,BOS,0,1.0,2,0,0,0,0.0,2,0,0,42,27,ANA,24,0,1
