assists,gameDate,gameId,gamesPlayed,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,losses,opponentTeamAbbrev,otLosses,penaltyMinutes,playerFirstName,playerHeight,playerLastName,playerName,playerPositionCode,playerShootsCatches,savePctg,saves,shotsAgainst,teamAbbrev,timeOnIce
0,2017-12-08T00:00:00Z,2017020431,1,1,0,4,3.9269,0,PIT,1,0,Jaroslav,71,Halak,Jaroslav Halak,G,L,0.875,28,32,NYI,3667
0,2017-12-08T00:00:00Z,2017020431,1,1,0,3,2.9276,0,NYI,0,0,Tristan,74,Jarry,Tristan Jarry,G,L,0.8846,23,26,PIT,3689
0,2017-12-08T00:00:00Z,2017020430,1,1,0,6,6,1,BOS,0,0,Scott,74,Wedgewood,Scott Wedgewood,G,L,0.8125,26,32,ARI,3600
0,2017-12-07T01:00:00Z,2017020427,1,1,0,2,2,0,CHI,0,0,Braden,74,Holtby,Braden Holtby,G,L,0.9487,37,39,WSH,3600
0,2017-12-07T00:30:00Z,2017020426,1,1,0,1,0.923,0,TOR,1,0,Mike,76,Smith,Mike Smith,G,L,0.9655,28,29,CGY,3900
0,2017-12-07T00:30:00Z,2017020426,1,1,0,1,0.923,0,CGY,0,0,Frederik,76,Andersen,Frederik Andersen,G,L,0.9791,47,48,TOR,3900
0,2017-12-06T00:30:00Z,2017020416,1,1,0,3,3,0,PIT,0,0,Ondrej,75,Pavelec,Ondrej Pavelec,G,L,0.9318,41,44,NYR,3600
0,2017-12-06T00:30:00Z,2017020419,1,1,0,1,1,0,WPG,0,2,Jimmy,73,Howard,Jimmy Howard,G,L,0.9615,25,26,DET,3600
0,2017-12-06T00:30:00Z,2017020419,1,1,0,5,5,1,DET,0,0,Connor,76,Hellebuyck,Connor Hellebuyck,G,L,0.8437,27,32,WPG,3600
0,2017-12-06T00:30:00Z,2017020421,1,1,0,2,2,0,DAL,0,0,Juuse,71,Saros,Juuse Saros,G,L,0.9555,43,45,NSH,3600
0,2017-12-06T00:00:00Z,2017020424,1,1,0,3,2.7692,0,VGK,1,0,John,75,Gibson,John Gibson,G,L,0.9302,40,43,ANA,3900
0,2017-12-06T00:00:00Z,2017020425,1,1,0,2,2,0,MIN,0,0,Jonathan,73,Quick,Jonathan Quick,G,L,0.9047,19,21,LAK,3600
0,2017-12-06T00:00:00Z,2017020423,1,1,0,0,0,0,CAR,0,0,Jacob,78,Markstrom,Jacob Markstrom,G,L,1,30,30,VAN,3600
0,2017-12-06T00:00:00Z,2017020424,1,1,0,3,2.7756,0,ANA,0,0,Malcolm,74,Subban,Malcolm Subban,G,L,0.8965,26,29,VGK,3891
0,2017-12-06T00:00:00Z,2017020417,1,1,0,1,1,0,CBJ,0,0,Cory,75,Schneider,Cory Schneider,G,L,0.9761,41,42,NJD,3600
0,2017-12-06T00:00:00Z,2017020422,1,1,0,2,2,0,COL,0,0,Robin,76,Lehner,Robin Lehner,G,L,0.9459,35,37,BUF,3600
0,2017-12-05T00:30:00Z,2017020413,1,1,0,4,3.6942,0,FLA,0,2,Jaroslav,71,Halak,Jaroslav Halak,G,L,0.9069,39,43,NYI,3898
0,2017-12-05T00:00:00Z,2017020415,1,1,0,2,2,0,CGY,0,0,Brian,74,Elliott,Brian Elliott,G,L,0.9555,43,45,PHI,3600
0,2017-12-05T00:00:00Z,2017020415,1,1,0,5,5,1,PHI,0,0,Mike,76,Smith,Mike Smith,G,L,0.7619,16,21,CGY,3600
0,2017-12-05T00:00:00Z,2017020412,1,1,0,4,4,1,WSH,0,0,Martin,76,Jones,Martin Jones,G,L,0.862,25,29,SJS,3600
0,2017-12-05T00:00:00Z,2017020412,1,1,0,1,1,0,SJS,0,0,Philipp,73,Grubauer,Philipp Grubauer,G,L,0.96,24,25,WSH,3600
0,2017-12-05T00:00:00Z,2017020414,1,1,0,3,3,0,BOS,0,0,Pekka,77,Rinne,Pekka Rinne,G,L,0.925,37,40,NSH,3600
0,2017-12-03T23:00:00Z,2017020409,1,1,0,0,0,0,OTT,0,0,Connor,76,Hellebuyck,Connor Hellebuyck,G,L,1,21,21,WPG,3600
0,2017-12-03T23:00:00Z,2017020408,1,1,0,1,1,0,CHI,0,0,Jonathan,73,Quick,Jonathan Quick,G,L,0.96,24,25,LAK,3600
0,2017-12-03T22:00:00Z,2017020411,1,1,0,2,1.8794,0,ARI,0,0,Malcolm,74,Subban,Malcolm Subban,G,L,0.9393,31,33,VGK,3831
0,2017-12-03T22:00:00Z,2017020411,1,1,0,3,2.8191,0,VGK,1,0,Scott,74,Wedgewood,Scott Wedgewood,G,L,0.9333,42,45,ARI,3831
0,2017-12-03T01:00:00Z,2017020406,1,1,0,2,1.8489,0,CHI,0,0,Ben,79,Bishop,Ben Bishop,G,L,0.9411,32,34,DAL,3894
0,2017-12-03T01:00:00Z,2017020407,1,1,0,5,5,0,CGY,0,0,Laurent,75,Brossoit,Laurent Brossoit,G,L,0.8529,29,34,EDM,3600
0,2017-12-03T01:00:00Z,2017020406,1,1,0,2,1.8461,0,DAL,1,0,Anton,75,Forsberg,Anton Forsberg,G,L,0.9428,33,35,CHI,3900
0,2017-12-03T00:00:00Z,2017020404,1,1,0,2,1.8461,0,ANA,0,0,Pekka,77,Rinne,Pekka Rinne,G,L,0.9428,33,35,NSH,3900
0,2017-12-03T00:00:00Z,2017020403,1,1,0,3,2.7742,0,CAR,1,0,James,74,Reimer,James Reimer,G,L,0.9361,44,47,FLA,3893
0,2017-12-03T00:00:00Z,2017020404,1,1,0,2,1.8461,0,NSH,1,0,Ryan,75,Miller,Ryan Miller,G,L,0.9428,33,35,ANA,3900
0,2017-12-03T00:00:00Z,2017020399,1,1,0,2,2,0,SJS,0,0,Andrei,75,Vasilevskiy,Andrei Vasilevskiy,G,L,0.9259,25,27,TBL,3600
0,2017-12-03T00:00:00Z,2017020399,1,1,0,5,5,1,TBL,0,0,Martin,76,Jones,Martin Jones,G,L,0.8837,38,43,SJS,3600
0,2017-12-03T00:00:00Z,2017020398,1,1,0,1,1,0,DET,0,0,Carey,75,Price,Carey Price,G,L,0.9565,22,23,MTL,3600
0,2017-12-03T00:00:00Z,2017020403,1,1,0,2,1.8547,0,FLA,0,0,Cam,73,Ward,Cam Ward,G,L,0.9487,37,39,CAR,3882
0,2017-12-02T23:00:00Z,2017020405,1,1,0,5,5,1,ARI,0,0,Keith,75,Kinkaid,Keith Kinkaid,G,L,0.8148,22,27,NJD,3600
0,2017-12-02T22:00:00Z,2017020397,1,1,0,1,0.9892,0,STL,0,0,Devan,78,Dubnyk,Devan Dubnyk,G,L,0.9761,41,42,MIN,3639
0,2017-12-02T22:00:00Z,2017020397,1,1,0,2,1.9785,0,MIN,1,0,Jake,74,Allen,Jake Allen,G,L,0.92,23,25,STL,3639
0,2017-12-02T18:00:00Z,2017020396,1,1,0,0,0,0,PHI,0,0,Tuukka,75,Rask,Tuukka Rask,G,L,1,28,28,BOS,3600
0,2017-12-02T00:30:00Z,2017020392,1,1,0,1,1,0,FLA,0,0,Aaron,72,Dell,Aaron Dell,G,L,0.975,39,40,SJS,3600
0,2017-12-02T00:00:00Z,2017020393,1,1,0,1,1,0,STL,0,0,Darcy,77,Kuemper,Darcy Kuemper,G,L,0.975,39,40,LAK,3600
0,2017-12-02T00:00:00Z,2017020388,1,1,0,4,4,1,PIT,0,0,Robin,76,Lehner,Robin Lehner,G,L,0.84,21,25,BUF,3600
0,2017-12-02T00:00:00Z,2017020390,1,1,0,1,1,0,CAR,0,0,Henrik,73,Lundqvist,Henrik Lundqvist,G,L,0.9696,32,33,NYR,3600
0,2017-12-02T00:00:00Z,2017020391,1,1,0,2,2,0,ANA,0,0,Joonas,75,Korpisalo,Joonas Korpisalo,G,L,0.9259,25,27,CBJ,3600
0,2017-12-02T00:00:00Z,2017020388,1,1,0,0,0,0,BUF,0,0,Tristan,74,Jarry,Tristan Jarry,G,L,1,34,34,PIT,3600
0,2017-12-01T00:30:00Z,2017020385,1,1,0,3,2.958,0,CHI,0,0,Ben,79,Bishop,Ben Bishop,G,L,0.8636,19,22,DAL,3651
0,2017-12-01T00:30:00Z,2017020385,1,1,0,4,3.9441,0,DAL,1,0,Corey,74,Crawford,Corey Crawford,G,L,0.8857,31,35,CHI,3651
0,2017-12-01T00:30:00Z,2017020382,1,1,0,6,6,1,MTL,0,0,Jimmy,73,Howard,Jimmy Howard,G,L,0.76,19,25,DET,3600
0,2017-12-01T00:00:00Z,2017020386,1,1,0,0,0,0,ARI,0,0,Mike,76,Smith,Mike Smith,G,L,1,28,28,CGY,3600
0,2017-12-01T00:00:00Z,2017020384,1,1,0,2,2,0,VGK,0,0,Devan,78,Dubnyk,Devan Dubnyk,G,L,0.9354,29,31,MIN,3600
0,2017-12-01T00:00:00Z,2017020381,1,1,0,2,2,0,WSH,0,0,Jonathan,73,Quick,Jonathan Quick,G,L,0.931,27,29,LAK,3600
0,2017-12-01T00:00:00Z,2017020383,1,1,0,3,3,0,NSH,0,0,Anders,78,Nilsson,Anders Nilsson,G,L,0.9062,29,32,VAN,3600
0,2017-12-01T00:00:00Z,2017020386,1,1,0,3,3,1,CGY,0,0,Scott,74,Wedgewood,Scott Wedgewood,G,L,0.9318,41,44,ARI,3600
0,2017-12-01T00:00:00Z,2017020387,1,1,0,4,4,0,EDM,0,0,Frederik,76,Andersen,Frederik Andersen,G,L,0.9111,41,45,TOR,3600
0,2017-11-30T00:30:00Z,2017020380,1,1,0,3,2.9605,0,COL,1,0,Connor,76,Hellebuyck,Connor Hellebuyck,G,L,0.8846,23,26,WPG,3648
0,2017-11-30T00:30:00Z,2017020377,1,1,0,2,2,0,TBL,0,0,Tuukka,75,Rask,Tuukka Rask,G,L,0.9047,19,21,BOS,3600
0,2017-11-30T00:30:00Z,2017020378,1,1,0,1,1,0,OTT,0,0,Carey,75,Price,Carey Price,G,L,0.9642,27,28,MTL,3600
0,2017-11-30T00:30:00Z,2017020380,1,1,0,2,1.9758,0,WPG,0,0,Semyon,74,Varlamov,Semyon Varlamov,G,L,0.9393,31,33,COL,3644
0,2017-11-29T00:30:00Z,2017020372,1,1,0,4,4,1,LAK,0,0,Jimmy,73,Howard,Jimmy Howard,G,L,0.8888,32,36,DET,3600
0,2017-11-29T00:00:00Z,2017020375,1,1,0,3,2.7979,0,EDM,1,0,Scott,74,Wedgewood,Scott Wedgewood,G,L,0.8888,24,27,ARI,3860
0,2017-11-29T00:00:00Z,2017020374,1,1,0,1,1,0,CGY,0,0,Frederik,76,Andersen,Frederik Andersen,G,L,0.95,19,20,TOR,3600
0,2017-11-29T00:00:00Z,2017020370,1,1,0,1,1,0,PHI,0,0,Aaron,72,Dell,Aaron Dell,G,L,0.9565,22,23,SJS,3600
0,2017-11-29T00:00:00Z,2017020369,1,1,0,4,4,0,NYR,0,2,James,74,Reimer,James Reimer,G,L,0.8918,33,37,FLA,3600
0,2017-11-29T00:00:00Z,2017020375,1,1,0,2,1.8652,0,ARI,0,0,Cam,76,Talbot,Cam Talbot,G,L,0.9354,29,31,EDM,3860
0,2017-11-29T00:00:00Z,2017020371,1,1,0,2,1.8461,0,CBJ,1,0,Scott,78,Darling,Scott Darling,G,L,0.9473,36,38,CAR,3900
0,2017-11-29T00:00:00Z,2017020368,1,1,0,5,5,1,NYI,0,0,Anders,78,Nilsson,Anders Nilsson,G,L,0.8611,31,36,VAN,3600
0,2017-11-29T00:00:00Z,2017020376,1,1,0,3,3,1,DAL,0,0,Malcolm,74,Subban,Malcolm Subban,G,L,0.9,27,30,VGK,3600
0,2017-11-29T00:00:00Z,2017020371,1,1,0,2,1.848,0,CAR,0,0,Joonas,75,Korpisalo,Joonas Korpisalo,G,L,0.9354,29,31,CBJ,3896
0,2017-11-29T00:00:00Z,2017020373,1,1,0,2,2,0,CHI,0,0,Pekka,77,Rinne,Pekka Rinne,G,L,0.9487,37,39,NSH,3600
0,2017-11-28T00:30:00Z,2017020366,1,1,0,3,3,0,ANA,0,0,Corey,74,Crawford,Corey Crawford,G,L,0.8965,26,29,CHI,3600
0,2017-11-28T00:30:00Z,2017020364,1,1,0,1,1,0,CBJ,0,0,Carey,75,Price,Carey Price,G,L,0.9736,37,38,MTL,3600
0,2017-11-28T00:00:00Z,2017020365,1,1,0,2,2,0,MIN,0,0,Connor,76,Hellebuyck,Connor Hellebuyck,G,L,0.8947,17,19,WPG,3600
0,2017-11-28T00:00:00Z,2017020362,1,1,0,2,2,0,NJD,0,0,Roberto,75,Luongo,Roberto Luongo,G,L,0.92,23,25,FLA,3600
0,2017-11-28T00:00:00Z,2017020363,1,1,0,5,4.8596,0,PIT,1,0,Brian,74,Elliott,Brian Elliott,G,L,0.9038,47,52,PHI,3704
0,2017-11-28T00:00:00Z,2017020365,1,1,0,7,7,1,WPG,0,0,Alex,72,Stalock,Alex Stalock,G,L,0.75,21,28,MIN,3600
0,2017-11-26T19:00:00Z,2017020360,1,1,0,3,2.7692,0,NYR,1,0,Jacob,78,Markstrom,Jacob Markstrom,G,L,0.85,17,20,VAN,3900
0,2017-11-26T19:00:00Z,2017020360,1,1,0,3,2.7692,0,VAN,0,0,Henrik,73,Lundqvist,Henrik Lundqvist,G,L,0.9062,29,32,NYR,3900
0,2017-11-26T18:00:00Z,2017020359,1,1,0,3,2.7692,0,NSH,0,0,Scott,78,Darling,Scott Darling,G,L,0.9142,32,35,CAR,3900
1,2017-11-26T18:00:00Z,2017020359,1,1,0,3,2.8095,0,CAR,1,0,Juuse,71,Saros,Juuse Saros,G,L,0.9166,33,36,NSH,3844
0,2017-11-26T00:30:00Z,2017020358,1,1,0,1,0.9254,0,ANA,0,0,Jonathan,73,Quick,Jonathan Quick,G,L,0.9615,25,26,LAK,3890
0,2017-11-26T00:30:00Z,2017020358,1,1,0,1,0.923,0,LAK,1,0,Ryan,75,Miller,Ryan Miller,G,L,0.9705,33,34,ANA,3900
0,2017-11-26T00:00:00Z,2017020357,1,1,0,0,0,0,WPG,0,0,Martin,76,Jones,Martin Jones,G,L,1,38,38,SJS,3600
0,2017-11-26T00:00:00Z,2017020354,1,1,0,6,6,1,STL,0,0,Devan,78,Dubnyk,Devan Dubnyk,G,L,0.85,34,40,MIN,3600
0,2017-11-26T00:00:00Z,2017020352,1,1,0,1,1,0,FLA,0,0,Corey,74,Crawford,Corey Crawford,G,L,0.9736,37,38,CHI,3600
1,2017-11-26T00:00:00Z,2017020353,1,1,0,2,2,0,TBL,0,0,Tristan,74,Jarry,Tristan Jarry,G,L,0.9428,33,35,PIT,3600
0,2017-11-26T00:00:00Z,2017020353,1,1,0,5,5,1,PIT,0,0,Peter,73,Budaj,Peter Budaj,G,L,0.8529,29,34,TBL,3600
0,2017-11-26T00:00:00Z,2017020348,1,1,0,2,2,0,TOR,0,0,Braden,74,Holtby,Braden Holtby,G,L,0.931,27,29,WSH,3600
0,2017-11-26T00:00:00Z,2017020352,1,1,0,4,4,1,CHI,0,0,Roberto,75,Luongo,Roberto Luongo,G,L,0.8974,35,39,FLA,3600
0,2017-11-26T00:00:00Z,2017020351,1,1,0,3,2.8784,0,DET,0,0,Keith,75,Kinkaid,Keith Kinkaid,G,L,0.9117,31,34,NJD,3752
0,2017-11-26T00:00:00Z,2017020349,1,1,0,0,0,0,BUF,0,0,Carey,75,Price,Carey Price,G,L,1,36,36,MTL,3600
0,2017-11-25T23:00:00Z,2017020355,1,1,0,2,2,0,ARI,0,0,Malcolm,74,Subban,Malcolm Subban,G,L,0.923,24,26,VGK,3600
0,2017-11-25T00:30:00Z,2017020343,1,1,0,4,4,0,CAR,0,0,Frederik,76,Andersen,Frederik Andersen,G,L,0.9148,43,47,TOR,3600
0,2017-11-25T00:00:00Z,2017020342,1,1,0,2,2,0,OTT,0,0,Sergei,74,Bobrovsky,Sergei Bobrovsky,G,L,0.923,24,26,CBJ,3600
0,2017-11-25T00:00:00Z,2017020340,1,1,0,2,2,0,VAN,0,0,Cory,75,Schneider,Cory Schneider,G,L,0.92,23,25,NJD,3600
0,2017-11-25T00:00:00Z,2017020341,1,1,0,1,0.9898,0,DET,0,0,Henrik,73,Lundqvist,Henrik Lundqvist,G,L,0.9756,40,41,NYR,3637
0,2017-11-25T00:00:00Z,2017020346,1,1,0,3,2.8907,0,ARI,1,0,Darcy,77,Kuemper,Darcy Kuemper,G,L,0.909,30,33,LAK,3736
0,2017-11-25T00:00:00Z,2017020344,1,1,0,0,0,0,STL,0,0,Pekka,77,Rinne,Pekka Rinne,G,L,1,34,34,NSH,3600
0,2017-11-25T00:00:00Z,2017020341,1,1,0,2,1.9796,0,NYR,1,0,Jimmy,73,Howard,Jimmy Howard,G,L,0.9354,29,31,DET,3637
0,2017-11-25T00:00:00Z,2017020339,1,1,0,1,1,0,EDM,0,0,Robin,76,Lehner,Robin Lehner,G,L,0.9666,29,30,BUF,3600
0,2017-11-25T00:00:00Z,2017020346,1,1,0,2,1.9133,0,LAK,0,2,Scott,74,Wedgewood,Scott Wedgewood,G,L,0.92,23,25,ARI,3763
0,2017-11-24T22:00:00Z,2017020338,1,1,0,1,1,0,TBL,0,0,Philipp,73,Grubauer,Philipp Grubauer,G,L,0.9615,25,26,WSH,3600
0,2017-11-24T21:00:00Z,2017020335,1,1,0,4,3.8257,0,PHI,0,0,Thomas,73,Greiss,Thomas Greiss,G,L,0.8666,26,30,NYI,3764
0,2017-11-24T21:00:00Z,2017020335,1,1,0,5,4.7821,0,NYI,1,0,Brian,74,Elliott,Brian Elliott,G,L,0.8648,32,37,PHI,3764
0,2017-11-24T20:00:00Z,2017020336,1,1,0,2,1.8638,0,COL,0,0,Alex,72,Stalock,Alex Stalock,G,L,0.9333,28,30,MIN,3863
0,2017-11-24T20:00:00Z,2017020336,1,1,0,2,1.8461,0,MIN,1,0,Jonathan,72,Bernier,Jonathan Bernier,G,L,0.9259,25,27,COL,3900
0,2017-11-24T18:00:00Z,2017020337,1,1,0,1,1,0,ANA,0,0,Connor,76,Hellebuyck,Connor Hellebuyck,G,L,0.9677,30,31,WPG,3600
0,2017-11-24T18:00:00Z,2017020334,1,1,0,3,3,0,PIT,0,0,Anton,71,Khudobin,Anton Khudobin,G,L,0.85,17,20,BOS,3600
0,2017-11-23T00:30:00Z,2017020328,1,1,0,2,1.8922,0,CHI,0,0,Andrei,75,Vasilevskiy,Andrei Vasilevskiy,G,L,0.9354,29,31,TBL,3805
1,2017-11-23T00:30:00Z,2017020333,1,1,0,1,1,0,LAK,0,0,Steve,76,Mason,Steve Mason,G,R,0.9743,38,39,WPG,3600
0,2017-11-23T00:30:00Z,2017020332,1,1,0,4,4,1,VGK,0,0,John,75,Gibson,John Gibson,G,L,0.9183,45,49,ANA,3600
0,2017-11-23T00:30:00Z,2017020328,1,1,0,3,2.8473,0,TBL,1,0,Corey,74,Crawford,Corey Crawford,G,L,0.921,35,38,CHI,3793
0,2017-11-23T00:30:00Z,2017020332,1,1,0,2,2,0,ANA,0,0,Maxime,74,Lagace,Maxime Lagace,G,L,0.8947,17,19,VGK,3600
0,2017-11-23T00:00:00Z,2017020321,1,1,0,1,0.923,0,TOR,0,0,Roberto,75,Luongo,Roberto Luongo,G,L,0.9772,43,44,FLA,3900
0,2017-11-23T00:00:00Z,2017020327,1,1,0,1,0.9672,0,CBJ,1,0,Mike,76,Smith,Mike Smith,G,L,0.9756,40,41,CGY,3722
0,2017-11-23T00:00:00Z,2017020325,1,1,0,2,2,0,OTT,0,0,Braden,74,Holtby,Braden Holtby,G,L,0.9354,29,31,WSH,3600
0,2017-11-23T00:00:00Z,2017020323,1,1,0,4,3.9647,0,NYI,1,0,Brian,74,Elliott,Brian Elliott,G,L,0.8974,35,39,PHI,3632
0,2017-11-23T00:00:00Z,2017020320,1,1,0,2,2,0,DET,0,0,Cam,76,Talbot,Cam Talbot,G,L,0.909,20,22,EDM,3600
0,2017-11-23T00:00:00Z,2017020326,1,1,0,1,1,0,CAR,0,0,Henrik,73,Lundqvist,Henrik Lundqvist,G,L,0.9696,32,33,NYR,3600
0,2017-11-23T00:00:00Z,2017020329,1,1,0,2,1.8461,0,MTL,0,0,Pekka,77,Rinne,Pekka Rinne,G,L,0.931,27,29,NSH,3900
0,2017-11-23T00:00:00Z,2017020323,1,1,0,3,2.9735,0,PHI,0,0,Thomas,73,Greiss,Thomas Greiss,G,L,0.921,35,38,NYI,3632
0,2017-11-23T00:00:00Z,2017020322,1,1,0,2,1.8461,0,BOS,1,0,Cory,75,Schneider,Cory Schneider,G,L,0.931,27,29,NJD,3900
0,2017-11-23T00:00:00Z,2017020330,1,1,0,3,3,1,COL,0,0,Ben,79,Bishop,Ben Bishop,G,L,0.9062,29,32,DAL,3600
0,2017-11-23T00:00:00Z,2017020329,1,1,0,2,1.872,0,NSH,1,0,Antti,74,Niemi,Antti Niemi,G,L,0.9393,31,33,MTL,3846
0,2017-11-23T00:00:00Z,2017020319,1,1,0,4,4,0,BUF,0,0,Devan,78,Dubnyk,Devan Dubnyk,G,L,0.8823,30,34,MIN,3600
0,2017-11-23T00:00:00Z,2017020327,1,1,0,0,0,0,CGY,0,0,Sergei,74,Bobrovsky,Sergei Bobrovsky,G,L,1,22,22,CBJ,3692
0,2017-11-23T00:00:00Z,2017020331,1,1,0,1,1,0,ARI,0,0,Martin,76,Jones,Martin Jones,G,L,0.9629,26,27,SJS,3600
0,2017-11-23T00:00:00Z,2017020321,1,1,0,1,0.923,0,FLA,1,0,Frederik,76,Andersen,Frederik Andersen,G,L,0.9767,42,43,TOR,3900
0,2017-11-23T00:00:00Z,2017020324,1,1,0,2,2,0,PIT,0,0,Anders,78,Nilsson,Anders Nilsson,G,L,0.9555,43,45,VAN,3600
0,2017-11-23T00:00:00Z,2017020322,1,1,0,2,1.8461,0,NJD,0,0,Anton,71,Khudobin,Anton Khudobin,G,L,0.9523,40,42,BOS,3900
0,2017-11-22T00:30:00Z,2017020318,1,1,0,1,1,0,MTL,0,0,Ben,79,Bishop,Ben Bishop,G,L,0.9666,29,30,DAL,3600
0,2017-11-22T00:00:00Z,2017020317,1,1,0,3,3,0,EDM,0,0,Jake,74,Allen,Jake Allen,G,L,0.8965,26,29,STL,3600
0,2017-11-21T00:30:00Z,2017020315,1,1,0,2,1.8475,0,SJS,0,0,Reto,76,Berra,Reto Berra,G,L,0.9523,40,42,ANA,3897
0,2017-11-21T00:30:00Z,2017020315,1,1,0,2,1.8461,0,ANA,1,0,Martin,76,Jones,Martin Jones,G,L,0.9333,28,30,SJS,3900
0,2017-11-21T00:00:00Z,2017020314,1,1,0,3,2.9589,0,MIN,0,0,Cory,75,Schneider,Cory Schneider,G,L,0.9166,33,36,NJD,3650
0,2017-11-21T00:00:00Z,2017020310,1,1,0,2,2,0,BUF,0,0,Sergei,74,Bobrovsky,Sergei Bobrovsky,G,L,0.9375,30,32,CBJ,3600
0,2017-11-19T23:00:00Z,2017020306,1,1,0,4,3.8145,0,COL,1,0,Jimmy,73,Howard,Jimmy Howard,G,L,0.8918,33,37,DET,3775
0,2017-11-19T23:00:00Z,2017020306,1,1,0,3,2.9071,0,DET,0,0,Jonathan,72,Bernier,Jonathan Bernier,G,L,0.875,21,24,COL,3715
0,2017-11-19T22:00:00Z,2017020305,1,1,0,2,2,0,NYI,0,0,Cam,73,Ward,Cam Ward,G,L,0.931,27,29,CAR,3600
0,2017-11-19T22:00:00Z,2017020308,1,1,0,2,2,0,LAK,0,0,Maxime,74,Lagace,Maxime Lagace,G,L,0.931,27,29,VGK,3600
0,2017-11-19T22:00:00Z,2017020305,1,1,0,4,4,1,CAR,0,0,Jaroslav,71,Halak,Jaroslav Halak,G,L,0.875,28,32,NYI,3600
0,2017-11-19T00:30:00Z,2017020304,1,1,0,1,1,0,SJS,0,2,Anton,71,Khudobin,Anton Khudobin,G,L,0.9729,36,37,BOS,3600
0,2017-11-19T00:00:00Z,2017020302,1,1,0,5,5,1,NSH,0,0,Semyon,74,Varlamov,Semyon Varlamov,G,L,0.7916,19,24,COL,3600
1,2017-11-19T00:00:00Z,2017020298,1,1,0,0,0,0,MTL,0,0,Frederik,76,Andersen,Frederik Andersen,G,L,1,33,33,TOR,3600
0,2017-11-19T00:00:00Z,2017020303,1,1,0,4,3.8308,0,STL,1,0,Anders,78,Nilsson,Anders Nilsson,G,L,0.8709,27,31,VAN,3759
0,2017-11-19T00:00:00Z,2017020299,1,1,0,3,3,0,TBL,0,0,Thomas,73,Greiss,Thomas Greiss,G,L,0.923,36,39,NYI,3600
0,2017-11-19T00:00:00Z,2017020303,1,1,0,3,2.8715,0,VAN,0,0,Jake,74,Allen,Jake Allen,G,L,0.8695,20,23,STL,3761
0,2017-11-18T19:00:00Z,2017020293,1,1,0,3,2.9323,0,ARI,1,0,Mike,74,Condon,Mike Condon,G,L,0.8928,25,28,OTT,3683
0,2017-11-18T19:00:00Z,2017020293,1,1,0,2,1.9645,0,OTT,0,0,Antti,72,Raanta,Antti Raanta,G,L,0.9375,30,32,ARI,3665
0,2017-11-18T19:00:00Z,2017020295,1,1,0,2,2,0,NJD,0,0,Connor,76,Hellebuyck,Connor Hellebuyck,G,L,0.9444,34,36,WPG,3600
0,2017-11-18T18:00:00Z,2017020294,1,1,0,6,6,1,DAL,0,0,Cam,76,Talbot,Cam Talbot,G,L,0.7142,15,21,EDM,3600
0,2017-11-18T18:00:00Z,2017020292,1,1,0,5,4.9153,0,CGY,1,0,Brian,74,Elliott,Brian Elliott,G,L,0.8387,26,31,PHI,3662
0,2017-11-18T18:00:00Z,2017020292,1,1,0,4,3.9151,0,PHI,0,0,Mike,76,Smith,Mike Smith,G,L,0.8974,35,39,CGY,3678
0,2017-11-18T00:30:00Z,2017020291,1,1,0,3,3,1,DET,0,0,Robin,76,Lehner,Robin Lehner,G,L,0.909,30,33,BUF,3600
0,2017-11-18T00:00:00Z,2017020290,1,1,0,0,0,0,NYR,0,0,Sergei,74,Bobrovsky,Sergei Bobrovsky,G,L,1,36,36,CBJ,3600
0,2017-11-17T00:30:00Z,2017020282,1,1,0,6,6,1,TBL,0,0,Ben,79,Bishop,Ben Bishop,G,L,0.7857,22,28,DAL,3600
0,2017-11-17T00:30:00Z,2017020282,1,1,0,1,1,0,DAL,0,0,Andrei,75,Vasilevskiy,Andrei Vasilevskiy,G,L,0.9642,27,28,TBL,3600
0,2017-11-17T00:30:00Z,2017020289,1,1,0,0,0,0,SJS,0,0,Roberto,75,Luongo,Roberto Luongo,G,L,1,35,35,FLA,3600
0,2017-11-17T00:00:00Z,2017020285,1,1,0,2,2,0,WSH,0,0,Semyon,74,Varlamov,Semyon Varlamov,G,L,0.9333,28,30,COL,3600
0,2017-11-17T00:00:00Z,2017020278,1,1,0,1,0.9237,0,TOR,1,0,Cory,75,Schneider,Cory Schneider,G,L,0.96,24,25,NJD,3897
0,2017-11-17T00:00:00Z,2017020284,1,1,0,2,1.8599,0,PHI,0,0,Connor,76,Hellebuyck,Connor Hellebuyck,G,L,0.9375,30,32,WPG,3871
0,2017-11-17T00:00:00Z,2017020287,1,1,0,2,2,0,VAN,0,0,Maxime,74,Lagace,Maxime Lagace,G,L,0.9047,19,21,VGK,3600
0,2017-11-17T00:00:00Z,2017020284,1,1,0,2,1.8499,0,WPG,1,0,Brian,74,Elliott,Brian Elliott,G,L,0.9393,31,33,PHI,3892
0,2017-11-17T00:00:00Z,2017020278,1,1,0,0,0,0,NJD,0,0,Frederik,76,Andersen,Frederik Andersen,G,L,1,42,42,TOR,3875
0,2017-11-17T00:00:00Z,2017020286,1,1,0,1,1,0,EDM,0,0,Jake,74,Allen,Jake Allen,G,L,0.9666,29,30,STL,3600
0,2017-11-16T00:00:00Z,2017020277,1,1,0,4,4,1,ANA,0,0,Tuukka,75,Rask,Tuukka Rask,G,L,0.8518,23,27,BOS,3600
